Origin,Timestamp,Horizon,Holt_Winters
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1356.9253532921787
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1412.8490111008553
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1450.3008578407016
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1463.8456518939427
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1469.1843420020396
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1461.624057831383
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1451.3001362853502
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1439.2189475362286
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1430.48570355197
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1415.8456231858388
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1403.0447462072384
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1394.1155101336874
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1396.9279521845544
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1385.2597163598657
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1384.5160147838417
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1392.8449532803222
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1413.3456681770012
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1446.0728548660138
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1481.7413566643563
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1529.153920672782
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1585.638749180175
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1647.6858832829541
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1683.6147332758803
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1691.9123479749471
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1685.4420673678064
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1676.4584361116158
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1653.5910475466778
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1615.6574537688139
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1565.761967538746
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1507.3180113797857
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1458.2233865869316
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1399.8882969144931
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1566.2031784650817
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1488.681301521362
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1403.1645007761051
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1283.8575022538753
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1181.9571481689266
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1106.8959841123972
2012-07-16 00:00:00,2012-07-16 02:30:00,6,1058.2874104606053
2012-07-16 00:00:00,2012-07-16 03:00:00,7,1026.6899702570277
2012-07-16 00:00:00,2012-07-16 03:30:00,8,1011.6737372652211
2012-07-16 00:00:00,2012-07-16 04:00:00,9,1004.8212580416093
2012-07-16 00:00:00,2012-07-16 04:30:00,10,1011.3600770751721
2012-07-16 00:00:00,2012-07-16 05:00:00,11,1029.8819331836755
2012-07-16 00:00:00,2012-07-16 05:30:00,12,1078.0614775014537
2012-07-16 00:00:00,2012-07-16 06:00:00,13,1135.3492716487876
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1229.7927376923642
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1313.539686154726
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1356.9253532932753
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1412.8490111017327
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1450.3008578414035
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1463.8456518945043
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1469.1843420024888
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1461.6240578317424
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1451.3001362856378
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1439.2189475364587
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1430.485703552154
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1415.8456231859861
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1403.0447462073562
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1394.1155101337818
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1396.92795218463
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1385.2597163599262
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1384.51601478389
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1392.8449532803609
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1413.3456681770322
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1446.0728548660386
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1481.741356664376
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1529.153920672798
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1585.6387491801877
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1647.6858832829644
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1683.6147332758885
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1691.9123479749537
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1685.4420673678117
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1676.4584361116201
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1653.5910475466812
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1615.6574537688166
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1565.7619675387482
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1507.3180113797875
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1458.223386586933
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1399.8882969144943
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1566.2031784650826
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1488.6813015213627
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1403.1645007761058
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1283.8575022538757
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1181.957148168927
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1106.8959841123976
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1058.2874104606058
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1026.689970257028
2012-07-17 00:00:00,2012-07-17 03:30:00,8,1011.6737372652213
2012-07-17 00:00:00,2012-07-17 04:00:00,9,1004.8212580416096
2012-07-17 00:00:00,2012-07-17 04:30:00,10,1011.3600770751723
2012-07-17 00:00:00,2012-07-17 05:00:00,11,1029.8819331836758
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1078.061477501454
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1135.349271648788
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1229.7927376923644
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1313.539686154726
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1356.9253532932753
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1412.8490111017327
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1450.3008578414035
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1463.8456518945043
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1469.1843420024888
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1461.6240578317424
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1451.3001362856378
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1439.2189475364587
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1430.485703552154
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1415.8456231859861
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1403.0447462073562
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1394.1155101337818
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1396.92795218463
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1385.2597163599262
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1384.51601478389
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1392.8449532803609
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1413.3456681770322
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1446.0728548660386
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1481.741356664376
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1529.153920672798
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1585.6387491801877
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1647.6858832829644
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1683.6147332758885
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1691.9123479749537
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1685.4420673678117
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1676.4584361116201
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1653.5910475466812
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1615.6574537688166
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1565.7619675387482
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1507.3180113797875
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1458.223386586933
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1399.8882969144943
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1566.2031784650826
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1488.6813015213627
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1403.1645007761058
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1283.8575022538757
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1181.957148168927
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1106.8959841123976
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1058.2874104606058
2012-07-18 00:00:00,2012-07-18 03:00:00,7,1026.689970257028
2012-07-18 00:00:00,2012-07-18 03:30:00,8,1011.6737372652213
2012-07-18 00:00:00,2012-07-18 04:00:00,9,1004.8212580416096
2012-07-18 00:00:00,2012-07-18 04:30:00,10,1011.3600770751723
2012-07-18 00:00:00,2012-07-18 05:00:00,11,1029.8819331836758
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1078.061477501454
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1135.349271648788
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1229.7927376923644
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1313.539686154726
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1356.9253532932753
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1412.8490111017327
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1450.3008578414035
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1463.8456518945043
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1469.1843420024888
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1461.6240578317424
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1451.3001362856378
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1439.2189475364587
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1430.485703552154
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1415.8456231859861
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1403.0447462073562
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1394.1155101337818
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1396.92795218463
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1385.2597163599262
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1384.51601478389
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1392.8449532803609
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1413.3456681770322
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1446.0728548660386
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1481.741356664376
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1529.153920672798
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1585.6387491801877
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1647.6858832829644
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1683.6147332758885
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1691.9123479749537
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1685.4420673678117
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1676.4584361116201
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1653.5910475466812
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1615.6574537688166
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1565.7619675387482
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1507.3180113797875
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1458.223386586933
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1399.8882969144943
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1566.2031784650826
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1488.6813015213627
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1403.1645007761058
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1283.8575022538757
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1181.957148168927
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1106.8959841123976
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1058.2874104606058
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1026.689970257028
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1011.6737372652213
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1004.8212580416096
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1011.3600770751723
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1029.8819331836758
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1078.061477501454
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1135.349271648788
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1229.7927376923644
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1313.539686154726
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1356.9253532932753
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1412.8490111017327
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1450.3008578414035
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1463.8456518945043
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1469.1843420024888
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1461.6240578317424
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1451.3001362856378
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1439.2189475364587
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1430.485703552154
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1415.8456231859861
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1403.0447462073562
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1394.1155101337818
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1396.92795218463
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1385.2597163599262
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1384.51601478389
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1392.8449532803609
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1413.3456681770322
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1446.0728548660386
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1481.741356664376
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1529.153920672798
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1585.6387491801877
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1647.6858832829644
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1683.6147332758885
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1691.9123479749537
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1685.4420673678117
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1676.4584361116201
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1653.5910475466812
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1615.6574537688166
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1565.7619675387482
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1507.3180113797875
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1458.223386586933
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1399.8882969144943
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1566.2031784650826
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1488.6813015213627
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1403.1645007761058
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1283.8575022538757
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1181.957148168927
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1106.8959841123976
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1058.2874104606058
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1026.689970257028
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1011.6737372652213
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1004.8212580416096
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1011.3600770751723
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1029.8819331836758
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1078.061477501454
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1135.349271648788
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1229.7927376923644
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1313.539686154726
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1356.9253532932753
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1412.8490111017327
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1450.3008578414035
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1463.8456518945043
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1469.1843420024888
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1461.6240578317424
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1451.3001362856378
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1439.2189475364587
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1430.485703552154
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1415.8456231859861
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1403.0447462073562
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1394.1155101337818
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1396.92795218463
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1385.2597163599262
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1384.51601478389
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1392.8449532803609
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1413.3456681770322
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1446.0728548660386
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1481.741356664376
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1529.153920672798
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1585.6387491801877
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1647.6858832829644
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1683.6147332758885
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1691.9123479749537
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1685.4420673678117
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1676.4584361116201
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1653.5910475466812
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1615.6574537688166
