Origin,Timestamp,Horizon,TimesFM
2012-07-14 00:00:00,2012-07-14 05:00:00,11,887.9457
2012-07-14 00:00:00,2012-07-14 05:30:00,12,902.7209
2012-07-14 00:00:00,2012-07-14 06:00:00,13,922.4338
2012-07-14 00:00:00,2012-07-14 06:30:00,14,977.1832
2012-07-14 00:00:00,2012-07-14 07:00:00,15,1027.0203
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1060.5563
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1121.689
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1170.5227
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1233.3906
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1229.2959
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1198.4714
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1157.6771
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1126.6382
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1134.2944
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1124.0149
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1110.1411
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1106.0692
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1094.9554
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1094.5638
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1094.5421
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1114.2932
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1125.8413
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1131.9556
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1179.1583
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1240.6914
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1361.991
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1490.5929
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1553.5759
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1545.8777
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1515.855
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1488.0057
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1451.839
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1432.2057
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1395.1831
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1334.113
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1276.2975
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1262.246
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1386.9639
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1502.5972
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1428.5808
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1309.037
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1202.7024
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1111.4028
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1038.9773
2012-07-15 00:00:00,2012-07-15 03:00:00,7,978.01215
2012-07-15 00:00:00,2012-07-15 03:30:00,8,944.10236
2012-07-15 00:00:00,2012-07-15 04:00:00,9,919.6863
2012-07-15 00:00:00,2012-07-15 04:30:00,10,898.93823
2012-07-15 00:00:00,2012-07-15 05:00:00,11,904.98706
2012-07-15 00:00:00,2012-07-15 05:30:00,12,923.5029
2012-07-15 00:00:00,2012-07-15 06:00:00,13,949.08716
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1010.36145
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1058.889
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1108.5985
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1197.0048
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1253.9507
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1303.4352
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1307.6676
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1302.2842
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1284.0074
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1267.865
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1303.8223
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1287.9967
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1271.7294
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1252.0801
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1239.9924
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1217.071
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1219.0884
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1230.4419
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1250.4879
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1273.0221
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1325.6215
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1419.9808
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1534.1582
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1654.8751
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1726.7006
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1717.6132
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1693.3419
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1656.9751
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1622.2073
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1590.3284
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1544.7529
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1481.8055
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1393.761
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1359.56
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1485.9369
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1414.989
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1340.3257
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1242.7953
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1139.7125
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1047.978
2012-07-16 00:00:00,2012-07-16 02:30:00,6,987.76227
2012-07-16 00:00:00,2012-07-16 03:00:00,7,948.0686
2012-07-16 00:00:00,2012-07-16 03:30:00,8,927.21326
2012-07-16 00:00:00,2012-07-16 04:00:00,9,913.6438
2012-07-16 00:00:00,2012-07-16 04:30:00,10,913.82825
2012-07-16 00:00:00,2012-07-16 05:00:00,11,931.1432
2012-07-16 00:00:00,2012-07-16 05:30:00,12,976.23145
2012-07-16 00:00:00,2012-07-16 06:00:00,13,1025.3344
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1129.5184
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1258.6018
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1365.9011
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1495.0552
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1580.2089
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1607.5018
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1603.7612
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1587.1592
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1572.4355
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1551.7976
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1573.4316
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1555.591
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1550.9187
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1541.1785
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1536.2983
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1510.8395
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1502.6042
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1501.8169
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1497.6235
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1520.2948
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1577.3999
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1653.5742
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1756.727
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1859.2727
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1907.3374
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1876.4193
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1825.9229
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1781.1401
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1727.2871
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1682.8062
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1611.6582
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1535.9222
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1444.1553
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1408.7244
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1535.9641
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1488.1227
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1397.8334
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1279.3309
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1174.6515
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1082.6786
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1022.2388
2012-07-17 00:00:00,2012-07-17 03:00:00,7,971.8062
2012-07-17 00:00:00,2012-07-17 03:30:00,8,947.76135
2012-07-17 00:00:00,2012-07-17 04:00:00,9,938.46027
2012-07-17 00:00:00,2012-07-17 04:30:00,10,943.077
2012-07-17 00:00:00,2012-07-17 05:00:00,11,950.2036
2012-07-17 00:00:00,2012-07-17 05:30:00,12,993.9038
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1066.4695
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1166.9294
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1290.2142
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1397.7587
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1522.5177
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1578.0834
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1592.8596
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1577.6182
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1549.952
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1512.3267
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1477.9413
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1482.1964
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1463.9944
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1456.5088
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1452.5787
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1465.1825
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1449.6404
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1439.8086
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1449.2948
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1442.1715
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1444.6548
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1482.4852
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1561.0476
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1671.5323
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1801.4102
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1858.0894
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1834.3469
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1791.9534
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1778.809
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1714.3065
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1688.1649
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1616.9113
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1528.2155
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1432.9661
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1398.95
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1534.6575
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1486.907
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1408.5186
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1283.34
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1179.5208
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1077.9712
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1008.9786
2012-07-18 00:00:00,2012-07-18 03:00:00,7,959.7766
2012-07-18 00:00:00,2012-07-18 03:30:00,8,926.219
2012-07-18 00:00:00,2012-07-18 04:00:00,9,915.43005
2012-07-18 00:00:00,2012-07-18 04:30:00,10,925.1577
2012-07-18 00:00:00,2012-07-18 05:00:00,11,934.2119
2012-07-18 00:00:00,2012-07-18 05:30:00,12,988.6088
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1069.4661
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1185.5093
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1325.5455
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1442.9227
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1565.0104
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1610.3712
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1595.597
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1565.2417
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1512.1711
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1451.8076
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1387.2957
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1380.2249
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1347.8197
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1336.2721
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1330.2292
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1339.7733
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1337.3712
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1334.8962
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1337.7699
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1331.3564
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1351.7279
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1389.2333
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1479.0891
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1609.2422
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1741.413
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1815.7314
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1812.9355
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1791.3655
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1766.621
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1728.9622
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1668.7297
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1605.9174
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1516.6091
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1427.332
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1388.499
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1510.3562
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1568.1694
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1469.9012
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1340.2778
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1231.6808
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1128.4996
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1067.0863
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1026.437
2012-07-19 00:00:00,2012-07-19 03:30:00,8,991.869
2012-07-19 00:00:00,2012-07-19 04:00:00,9,978.6804
2012-07-19 00:00:00,2012-07-19 04:30:00,10,986.0415
2012-07-19 00:00:00,2012-07-19 05:00:00,11,999.07446
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1054.3152
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1125.1581
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1250.8185
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1398.9792
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1509.2015
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1626.638
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1672.6543
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1680.3757
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1643.336
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1595.7754
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1539.3881
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1480.7455
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1474.2095
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1450.6339
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1453.4155
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1430.0972
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1424.3304
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1411.3895
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1406.665
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1399.5262
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1391.007
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1397.454
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1445.791
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1531.3735
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1683.1909
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1829.4241
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1891.419
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1871.9185
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1847.0886
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1840.4287
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1799.9646
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1738.9149
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1675.8639
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1585.251
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1506.1458
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1461.3699
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1574.113
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1541.0454
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1447.5846
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1331.6864
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1235.4414
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1138.2971
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1080.6327
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1034.3801
2012-07-20 00:00:00,2012-07-20 03:30:00,8,995.0409
2012-07-20 00:00:00,2012-07-20 04:00:00,9,974.5825
2012-07-20 00:00:00,2012-07-20 04:30:00,10,969.2948
2012-07-20 00:00:00,2012-07-20 05:00:00,11,968.37933
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1012.779
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1078.3069
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1196.9426
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1350.9751
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1472.3044
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1575.0588
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1613.1238
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1622.836
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1601.4672
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1581.9495
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1521.9722
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1476.5652
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1460.2258
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1436.4226
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1416.6877
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1403.0422
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1399.0437
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1375.8456
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1365.4288
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1362.9861
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1343.5128
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1363.1598
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1420.4629
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1485.866
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1608.4277
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1757.1636
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1824.5509
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1799.521
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1755.6458
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1730.3845
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1687.491
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1649.708
2012-07-20 00:00:00,2012-07-20 21:30:00,44,1581.1095
2012-07-20 00:00:00,2012-07-20 22:00:00,45,1513.8441
2012-07-20 00:00:00,2012-07-20 22:30:00,46,1438.7236
2012-07-20 00:00:00,2012-07-20 23:00:00,47,1415.2659
2012-07-20 00:00:00,2012-07-20 23:30:00,48,1537.1572
2012-07-21 00:00:00,2012-07-21 00:00:00,1,1528.1891
2012-07-21 00:00:00,2012-07-21 00:30:00,2,1442.9005
2012-07-21 00:00:00,2012-07-21 01:00:00,3,1316.2186
2012-07-21 00:00:00,2012-07-21 01:30:00,4,1206.9384
2012-07-21 00:00:00,2012-07-21 02:00:00,5,1100.631
2012-07-21 00:00:00,2012-07-21 02:30:00,6,1040.553
2012-07-21 00:00:00,2012-07-21 03:00:00,7,992.678
2012-07-21 00:00:00,2012-07-21 03:30:00,8,966.22217
2012-07-21 00:00:00,2012-07-21 04:00:00,9,943.393
2012-07-21 00:00:00,2012-07-21 04:30:00,10,936.1367
2012-07-21 00:00:00,2012-07-21 05:00:00,11,940.03723
2012-07-21 00:00:00,2012-07-21 05:30:00,12,958.6618
2012-07-21 00:00:00,2012-07-21 06:00:00,13,978.2998
2012-07-21 00:00:00,2012-07-21 06:30:00,14,1024.5763
2012-07-21 00:00:00,2012-07-21 07:00:00,15,1090.7346
2012-07-21 00:00:00,2012-07-21 07:30:00,16,1167.2107
2012-07-21 00:00:00,2012-07-21 08:00:00,17,1245.9948
2012-07-21 00:00:00,2012-07-21 08:30:00,18,1297.107
2012-07-21 00:00:00,2012-07-21 09:00:00,19,1333.3926
2012-07-21 00:00:00,2012-07-21 09:30:00,20,1332.8555
2012-07-21 00:00:00,2012-07-21 10:00:00,21,1323.8422
2012-07-21 00:00:00,2012-07-21 10:30:00,22,1293.9962
2012-07-21 00:00:00,2012-07-21 11:00:00,23,1261.8864
2012-07-21 00:00:00,2012-07-21 11:30:00,24,1263.462
2012-07-21 00:00:00,2012-07-21 12:00:00,25,1244.0048
2012-07-21 00:00:00,2012-07-21 12:30:00,26,1234.3984
2012-07-21 00:00:00,2012-07-21 13:00:00,27,1224.218
2012-07-21 00:00:00,2012-07-21 13:30:00,28,1208.9509
2012-07-21 00:00:00,2012-07-21 14:00:00,29,1182.6793
