Origin,Timestamp,Horizon,Prophet
2012-07-14 00:00:00,2012-07-14 03:30:00,8,1075.732262701531
2012-07-14 00:00:00,2012-07-14 04:00:00,9,1059.4396590787194
2012-07-14 00:00:00,2012-07-14 04:30:00,10,1069.9359583705802
2012-07-14 00:00:00,2012-07-14 05:00:00,11,1105.6501164442839
2012-07-14 00:00:00,2012-07-14 05:30:00,12,1161.0184687535943
2012-07-14 00:00:00,2012-07-14 06:00:00,13,1227.6781072471488
2012-07-14 00:00:00,2012-07-14 06:30:00,14,1296.2187735724028
2012-07-14 00:00:00,2012-07-14 07:00:00,15,1358.0658256468807
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1407.0500016199428
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1440.3149699192682
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1458.3938211253273
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1464.5019437673677
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1463.2889192335117
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1459.4157615227655
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1456.3456547349713
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1455.6537367115834
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1456.999889778092
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1458.7141099816545
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1458.7709712518379
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1455.8252900134567
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1449.973018934253
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1442.9903720437885
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1437.9639899371282
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1438.409830763714
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1447.1358146917828
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1465.188153835232
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1491.2089890587386
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1521.4256948160914
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1550.3188244802532
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1571.823755602402
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1580.7640786262134
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1574.1372395443836
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1551.8982897398753
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1517.011329467889
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1474.7288293588092
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1431.2661107953024
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1392.2060509755179
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1361.05131805939
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1338.3140894560165
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1321.401182244516
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1305.348803472643
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1284.23830559178
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1252.9408749839286
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1208.743881325942
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1152.4309603162292
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1088.51833130656
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1024.558834497154
2012-07-15 00:00:00,2012-07-15 03:00:00,7,969.6594574775129
2012-07-15 00:00:00,2012-07-15 03:30:00,8,932.5575773469632
2012-07-15 00:00:00,2012-07-15 04:00:00,9,919.7144548163222
2012-07-15 00:00:00,2012-07-15 04:30:00,10,933.8825746952324
2012-07-15 00:00:00,2012-07-15 05:00:00,11,973.4869152382728
2012-07-15 00:00:00,2012-07-15 05:30:00,12,1032.9593721170586
2012-07-15 00:00:00,2012-07-15 06:00:00,13,1103.9321426490633
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1176.9896274829864
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1243.5514067860584
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1297.4420149374855
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1335.79850238654
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1359.1469404138588
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1370.6953108239588
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1375.0854157646488
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1376.97013334072
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1379.804171885054
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1385.153871255847
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1392.6700120727764
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1400.6732042356261
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1407.128371088064
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1410.68043474876
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1411.4152311801606
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1411.098657217097
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1412.8068582066542
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1420.0451418918035
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1435.6106461657428
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1460.5386926530443
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1493.4604474152443
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1530.592249948776
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1566.4035827965745
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1594.8187412049606
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1610.6502462474346
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1610.8845118633271
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1595.4656189854236
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1567.3467831383912
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1531.7696998313781
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1494.9390485570889
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1462.4272211001407
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1437.7265795393419
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1421.3391969065187
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1410.6620094817295
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1400.7215883437227
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1385.5899154471565
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1360.1290920905328
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1321.6177074999096
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1270.8309399321806
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1212.2768919111895
2012-07-16 00:00:00,2012-07-16 02:30:00,6,1153.5006441387577
2012-07-16 00:00:00,2012-07-16 03:00:00,7,1103.601797738741
2012-07-16 00:00:00,2012-07-16 03:30:00,8,1071.3107312608895
2012-07-16 00:00:00,2012-07-16 04:00:00,9,1063.082108562778
2012-07-16 00:00:00,2012-07-16 04:30:00,10,1081.6622320882057
2012-07-16 00:00:00,2012-07-16 05:00:00,11,1125.470323934077
2012-07-16 00:00:00,2012-07-16 05:30:00,12,1188.9329604567502
2012-07-16 00:00:00,2012-07-16 06:00:00,13,1263.677466023096
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1340.2838230795094
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1410.1676555746494
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1467.1500097204905
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1508.3649207372769
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1534.3359213195545
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1548.2689338288517
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1554.8041814509181
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1558.5934439141308
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1563.0908107158257
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1569.8624801644635
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1578.5595652430582
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1587.5034775353079
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1594.6604057396737
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1598.676994176954
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1599.6412499848757
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1599.3216811974553
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1600.7974744204116
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1607.577397718105
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1622.4624564687422
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1646.4922340507635
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1678.302538835951
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1714.1147185934512
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1748.4036147287366
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1775.099215813238
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1789.0200538880313
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1787.1588540183295
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1769.4662903630824
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1738.9024351612609
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1700.7160850082223
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1661.1192453310837
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1625.6918387857083
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1597.9339430294901
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1578.3555108899882
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1564.3615019851438
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1550.9866334127094
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1532.3111349486967
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1503.2054365404306
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1460.9565160088378
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1406.347979320979
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1343.896375167396
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1281.1552283971414
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1227.2325620827044
2012-07-17 00:00:00,2012-07-17 03:30:00,8,1190.8671346046367
2012-07-17 00:00:00,2012-07-17 04:00:00,9,1178.5219280491874
2012-07-17 00:00:00,2012-07-17 04:30:00,10,1192.9514823559293
2012-07-17 00:00:00,2012-07-17 05:00:00,11,1232.583157768562
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1291.8515513237016
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1362.3918730497473
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1434.791839092617
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1500.4746388554886
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1553.2687001430027
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1590.3152410324528
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1612.144764237552
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1621.9699359824351
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1624.437484649192
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1624.2054448761533
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1624.7339000072905
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1627.5947712732802
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1632.4446147027852
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1637.609997030164
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1641.0619671374498
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1641.4517284419105
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1638.8715409321096
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1635.093855055339
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1633.2014861650835
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1636.7065151397514
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1648.412942935321
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1669.3630309100504
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1698.1949483980588
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1731.1320886191563
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1762.6510253321749
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1786.6831696428192
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1798.0481705170616
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1793.7395692969676
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1773.7085616215954
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1740.915452996081
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1700.608992441854
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1659.0008650573702
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1621.670409156104
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1592.1168634409566
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1570.849097229596
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1555.2707525967726
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1540.4150062016436
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1520.360336053226
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1489.9752210170157
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1446.5445009220684
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1390.8494695700074
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1327.404202346943
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1263.7596029500166
2012-07-18 00:00:00,2012-07-18 03:00:00,7,1209.0209389143945
2012-07-18 00:00:00,2012-07-18 03:30:00,8,1171.9240923313562
2012-07-18 00:00:00,2012-07-18 04:00:00,9,1158.9290619667263
2012-07-18 00:00:00,2012-07-18 04:30:00,10,1172.7873111832614
2012-07-18 00:00:00,2012-07-18 05:00:00,11,1211.9230441676732
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1270.7676361500974
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1340.9530232411182
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1413.0636090458775
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1478.5192451256805
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1531.1450092150467
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1568.078769899947
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1589.8476934713087
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1599.6611349298835
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1602.162548367401
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1602.0067423723176
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1602.6506332946242
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1605.663044779315
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1610.6975144471128
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1616.0776790418918
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1619.7717545050873
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1620.4282163803935
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1618.136709231789
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1614.6671872523225
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1613.1000947403245
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1616.945272082068
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1629.0046149402174
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1650.318418509585
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1679.5230282976377
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1712.8401585156312
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1744.7448504790705
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1769.1671304601145
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1780.9254104689699
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1777.0121423866308
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1757.377578736308
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1724.9812264541627
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1685.0711780177598
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1643.858600827112
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1606.9224505450354
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1577.7617138241828
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1556.8851334519536
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1541.6963448993865
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1527.2286319535658
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1507.5606867879098
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1477.56130228257
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1434.5157244879022
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1379.205737572146
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1316.145982984091
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1252.8879973887683
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1198.5377390915307
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1161.8318293894217
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1149.2310450965867
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1163.4876566832338
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1203.0266945943367
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1262.280369447586
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1332.8814517742358
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1405.4151685818792
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1471.3021737807378
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1524.3683163458932
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1561.7521952310935
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1583.9816564826378
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1594.2666747530304
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1597.2512544602805
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1597.5906762293284
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1598.742241529602
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1602.275063952286
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1607.8428680175568
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1613.7693669331352
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1618.0227356878224
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1619.2512850464127
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1617.5443650476288
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1614.671500284331
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1613.7125656362082
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1618.1766881278982
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1630.8649026306668
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1652.8164933062235
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1682.6666422284297
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1716.6357463331276
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1749.1973750813945
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1774.2799282846186
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1786.7000375907053
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1783.4482220518742
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1764.4726510686962
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1732.7306010515977
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1693.4677902087599
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1652.8928722616567
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1616.58215488152
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1588.0318481934303
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1567.747796404321
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1553.1306215040331
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1539.21048672756
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1520.0628650502838
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1490.553240610189
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1447.9634707982368
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1393.0718814404659
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1330.3895966981759
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1267.4645882469767
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1213.3992134064679
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1176.926468624321
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1164.503494508535
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1178.8789268539322
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1218.4741761123719
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1277.717861027075
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1348.2392020552074
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1420.6199317238168
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1486.277278994122
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1539.0337515347649
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1576.0247046223149
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1597.774852324919
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1607.49116303091
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1609.814774436686
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1609.398253713509
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1609.696355632703
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1612.2758270723955
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1616.7882187467756
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1621.555275525541
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1624.543421687487
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1624.399446621323
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1621.211419535453
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1616.747835411434
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1614.0878008229145
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1616.7399452716536
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1627.5050856738724
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1647.4225759316914
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1675.127962902002
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1706.842309962522
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1737.0401604827307
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1759.6512005887116
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1769.4936647894363
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1763.5599947858134
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1741.8006047148563
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1707.175339262274
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1664.9328088957286
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1621.284883117275
2012-07-20 00:00:00,2012-07-20 21:30:00,44,1581.8114074605094
