Origin,Timestamp,Horizon,ARIMA
2012-07-14 00:00:00,2012-07-14 03:00:00,7,1773.540349706325
2012-07-14 00:00:00,2012-07-14 03:30:00,8,1781.935933166137
2012-07-14 00:00:00,2012-07-14 04:00:00,9,1787.777400817968
2012-07-14 00:00:00,2012-07-14 04:30:00,10,1791.844108434151
2012-07-14 00:00:00,2012-07-14 05:00:00,11,1794.6775747661898
2012-07-14 00:00:00,2012-07-14 05:30:00,12,1796.6540935944415
2012-07-14 00:00:00,2012-07-14 06:00:00,13,1798.0351410018789
2012-07-14 00:00:00,2012-07-14 06:30:00,14,1799.0024103130759
2012-07-14 00:00:00,2012-07-14 07:00:00,15,1799.6821556234731
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1800.1621077346815
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1800.5032285744219
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1800.747879053828
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1800.9254947050802
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1801.0565295394904
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1801.1551965353094
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1801.2313719338124
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1801.2919184867746
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1801.3416049478765
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1801.3837450041653
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1801.4206412534645
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1801.453893713115
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1801.4846141949424
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1801.5135752690342
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1801.5413137749217
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1801.568202748899
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1801.5945014045094
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1801.6203898627266
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1801.6459932850876
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1801.671398643198
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1801.69666637144
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1801.7218384641462
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1801.7469441021233
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1801.7720035623793
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1801.797030934898
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1801.822036010455
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1801.8470255924133
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1801.8720044082597
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1801.896975743006
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1801.9219418793232
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1801.946904403383
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1801.971864417376
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1801.9968226871868
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1654.5762056091464
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1738.827682617743
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1796.110067471063
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1836.1339348043248
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1863.917669458071
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1883.2374285590586
2012-07-15 00:00:00,2012-07-15 03:00:00,7,1896.6688672100602
2012-07-15 00:00:00,2012-07-15 03:30:00,8,1906.0098159792908
2012-07-15 00:00:00,2012-07-15 04:00:00,9,1912.508192968068
2012-07-15 00:00:00,2012-07-15 04:30:00,10,1917.0313705768845
2012-07-15 00:00:00,2012-07-15 05:00:00,11,1920.1820263963184
2012-07-15 00:00:00,2012-07-15 05:30:00,12,1922.378952231118
2012-07-15 00:00:00,2012-07-15 06:00:00,13,1923.9131549254428
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1924.986847995368
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1925.7405445002064
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1926.2718834373186
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1926.6487116905244
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1926.9181743538704
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1927.1130313679691
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1927.256046791977
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1927.363038798318
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1927.4449990373435
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1927.509565330555
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1927.5620450081008
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1927.6061260002757
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1927.6443709571272
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1927.6785605997495
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1927.7099323064635
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1927.7393459003574
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1927.767398850879
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1927.7945063245277
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1927.8209568100665
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1927.846950771084
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1927.8726275046888
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1927.8980838049395
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1927.923386931594
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1927.9485836217673
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1927.9737063519058
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1927.998777689075
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1928.0238133145622
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1928.0488241248993
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1928.0738176918123
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1928.0987992767036
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1928.1237725355895
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1928.148740008943
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1928.1737034620755
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1928.1986641216579
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1928.2236228400723
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1531.9527017220028
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1607.8217398239292
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1659.3518195020056
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1695.3664476097804
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1720.3662861427847
2012-07-16 00:00:00,2012-07-16 02:30:00,6,1737.7512476430197
2012-07-16 00:00:00,2012-07-16 03:00:00,7,1749.8383006001886
2012-07-16 00:00:00,2012-07-16 03:30:00,8,1758.2450601024782
2012-07-16 00:00:00,2012-07-16 04:00:00,9,1764.0942940336672
2012-07-16 00:00:00,2012-07-16 04:30:00,10,1768.1663981872475
2012-07-16 00:00:00,2012-07-16 05:00:00,11,1771.003614446629
2012-07-16 00:00:00,2012-07-16 05:30:00,12,1772.9827390035855
2012-07-16 00:00:00,2012-07-16 06:00:00,13,1774.3655970666484
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1775.3341245568774
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1776.0147441442607
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1776.4953037685664
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1776.8368467538855
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1777.0817905716417
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1777.259610056339
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1777.3907865294857
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1777.489551946502
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1777.5657957354206
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1777.6263898111633
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1777.6761092946508
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1777.7182722973653
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1777.7551844915586
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1777.788448030915
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1777.819176211752
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1777.8481426356918
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1777.8758848590542
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1777.9027764162113
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1777.9290768668084
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1777.9549665723166
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1777.980570861389
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1778.0059768217552
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1778.0312449684895
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1778.0564173519958
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1778.0815231920426
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1778.1065827927118
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1778.1316102628
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1778.1566154061554
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1778.1816050352254
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1778.2065838838084
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1778.2315552413024
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1778.2565213934265
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1778.2814839284702
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1778.3064439500954
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1778.3314022252096
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1608.3824652634637
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1677.887058587239
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1725.0024612972963
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1757.948135132944
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1780.815652804199
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1796.71888165795
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1807.7763219473647
2012-07-17 00:00:00,2012-07-17 03:30:00,8,1815.467628471962
2012-07-17 00:00:00,2012-07-17 04:00:00,9,1820.8197122856204
2012-07-17 00:00:00,2012-07-17 04:30:00,10,1824.5463592923156
2012-07-17 00:00:00,2012-07-17 05:00:00,11,1827.1435260698067
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1828.955846275798
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1830.2227961889357
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1831.1107820196667
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1831.7354352326697
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1832.1771052304011
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1832.4916247918914
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1832.717790711792
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1832.882561907342
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1833.0046714523917
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1833.097136489014
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1833.1690023019871
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1833.2265542323069
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1833.2741598054188
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1833.3148539049566
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1833.3507453952604
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1833.3832996731444
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1833.4135350060146
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1833.4421589622925
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1833.4696632134862
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1833.496389409766
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1833.5225749552465
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1833.548384816078
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1833.5739336230915
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1833.59930103037
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1833.624542387533
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1833.6496961556395
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1833.6747890603128
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1833.6998396725162
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1833.7248608967457
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1833.7498617000108
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1833.7748483132611
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1833.799825066227
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1833.8247949675292
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1833.8497601077822
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1833.874721939702
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1833.8996814727445
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1833.9246394083546
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1604.270076874513
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1671.6711932273915
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1717.3265836683984
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1749.257457424551
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1771.4198618689145
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1786.8331176070983
2012-07-18 00:00:00,2012-07-18 03:00:00,7,1797.550089176639
2012-07-18 00:00:00,2012-07-18 03:30:00,8,1805.0048123331337
2012-07-18 00:00:00,2012-07-18 04:00:00,9,1810.1925003477174
2012-07-18 00:00:00,2012-07-18 04:30:00,10,1813.804912840536
2012-07-18 00:00:00,2012-07-18 05:00:00,11,1816.3227009271657
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1818.0798628762745
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1819.3084847034
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1820.1698373107167
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1820.7759837663236
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1821.2047938835967
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1821.510377437451
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1821.730333950295
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1821.8907903849845
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1822.0099017111845
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1822.100283360903
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1822.1707014806925
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1822.2272474454135
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1822.2741539983206
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1822.3143623662913
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1822.3499163339404
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1822.3822360758168
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1822.4123084355115
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1822.440819145827
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1822.4682447052483
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1822.4949162205937
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1822.5210637696675
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1822.5468472277512
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1822.5723776881593
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1822.5977323468428
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1822.6229648453275
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1822.6481124577613
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1822.6732010850124
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1822.6982487249427
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1822.7232678838143
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1822.748267251914
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1822.7732528679041
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1822.798228927899
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1822.823198347673
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1822.8481631533243
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1822.8731247527378
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1822.8980841242173
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1822.9230419475614
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1685.0283575015067
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1745.6113811516395
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1786.5320762048864
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1815.1724234622009
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1835.0484082833404
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1848.8728743801241
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1858.4858383304602
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1865.173413952347
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1869.828030497006
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1873.070025015662
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1875.3304189661208
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1876.908724200533
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1878.0130629930889
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1878.7880544441248
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1879.3341907033357
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1879.7213012437771
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1879.9979088100101
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1880.1977306375065
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1880.34419598553
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1880.4535852573388
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1880.5372112958712
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1880.6029351112822
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1880.6562191219045
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1880.7008590249134
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1880.739492354853
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1880.7739518681701
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1880.8055111012457
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1880.8350550024938
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1880.86319850032
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1880.8903688930143
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1880.9168630994159
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1880.942887440962
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1880.9685852852324
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1880.9940562547538
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1881.0193695747157
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1881.0445733479621
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1881.0697009999499
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1881.094775757189
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1881.1198137591964
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1881.1448262209176
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1881.169820935336
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1881.1948033176
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1881.2197771305598
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1881.2447449889257
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1881.2697087095937
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1881.2946695550795
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1881.3196284026737
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1881.3445858619832
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1671.5747555201071
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1737.9072724382552
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1782.8382376331956
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1814.2626985157988
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1836.073715448955
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1851.2427162615395
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1861.789975359213
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1869.1267672231077
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1874.232508142064
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1877.7879775922765
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1880.2661974011644
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1881.9958643469656
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1883.2053805878195
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1884.0534572034953
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1884.6503785062753
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1885.0727782967658
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1885.3739074756936
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1885.5907687553831
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1885.7490743903672
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1885.8666911799226
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1885.9560343136989
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1886.0257307948684
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1886.0817753110543
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1886.1283334199807
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1886.168299662989
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1886.2036853840887
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1886.2358882156675
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1886.2658793373355
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1886.2943335973885
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1886.3217199309415
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1886.3483641892174
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1886.3744927980388
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1886.4002630950172
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1886.4257844101041
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1886.451132713934
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1886.4763607965906
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1886.5015053405764
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1886.5265918356401
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1886.551637993967
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1886.5766561233095
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1886.6016547760155
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1886.6266398948965
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1886.6516156094626
