Origin,Timestamp,Horizon,LSTM
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1560.8369559546463
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1527.8216453051105
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1437.7181886079416
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1387.616441679404
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1300.4516906686665
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1454.5182316619864
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1379.4285891402376
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1308.760782947105
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1311.3846570887515
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1163.1771570696685
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1064.2557044719035
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1021.7522674810771
2012-07-15 00:00:00,2012-07-15 03:00:00,7,963.8823722550335
2012-07-15 00:00:00,2012-07-15 03:30:00,8,946.6211881705617
2012-07-15 00:00:00,2012-07-15 04:00:00,9,925.4267198595852
2012-07-15 00:00:00,2012-07-15 04:30:00,10,951.7326682076454
2012-07-15 00:00:00,2012-07-15 05:00:00,11,889.5968738106253
2012-07-15 00:00:00,2012-07-15 05:30:00,12,966.9541199169878
2012-07-15 00:00:00,2012-07-15 06:00:00,13,1007.4780719692819
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1179.2838120735266
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1201.9953791433434
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1349.358127654669
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1379.1724797241993
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1415.0958275890646
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1430.8931252579437
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1499.9893396240298
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1536.9287026076602
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1470.895413131591
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1496.5166538986289
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1449.0347188122594
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1496.2995532302896
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1484.8665215243504
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1541.2851241302283
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1508.3716844784456
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1454.7332956218843
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1426.4714312321005
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1491.1746433689868
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1519.3279129549844
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1470.7801300974652
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1516.1465743698316
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1467.4968671510192
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1561.9294321322282
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1680.204862336145
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1732.833088275488
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1685.5805986230316
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1666.98664234061
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1671.2294350987904
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1567.2873094210802
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1559.8632314412866
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1518.4141868483687
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1433.0829692709356
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1391.1008851714394
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1284.7606509252205
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1453.998524146471
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1380.2928161165937
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1304.9912914360161
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1305.99523527735
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1154.3945145142852
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1059.0937781017262
2012-07-16 00:00:00,2012-07-16 02:30:00,6,1010.8060357743545
2012-07-16 00:00:00,2012-07-16 03:00:00,7,946.4723038941178
2012-07-16 00:00:00,2012-07-16 03:30:00,8,926.499433739541
2012-07-16 00:00:00,2012-07-16 04:00:00,9,907.3739765992764
2012-07-16 00:00:00,2012-07-16 04:30:00,10,938.5828602703186
2012-07-16 00:00:00,2012-07-16 05:00:00,11,876.7778486695653
2012-07-16 00:00:00,2012-07-16 05:30:00,12,952.5033444515177
2012-07-16 00:00:00,2012-07-16 06:00:00,13,993.928571117774
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1166.9268974005358
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1185.3238799631006
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1349.449383754935
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1376.0403245350283
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1419.1441991833822
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1433.3824810327949
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1491.6045934103163
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1532.2932787104178
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1469.7662939899144
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1491.2091340036372
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1449.044644430689
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1495.058495169657
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1485.673983035091
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1539.6271189441659
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1509.8398044015405
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1457.3574921682512
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1423.4470792875397
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1489.9442224406496
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1519.3567292665543
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1466.1709610618752
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1520.8611363968112
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1466.7287879327573
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1566.4100484000928
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1682.5181362170274
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1738.7630582882339
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1687.6628083759563
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1668.0795276386648
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1672.9746007334284
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1569.9607694087385
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1554.6015152514137
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1506.7784448420286
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1430.8052977651191
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1389.6564764479263
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1278.9580063187811
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1450.4556031085804
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1400.7464250616417
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1346.0934107618345
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1321.6454963823555
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1180.5444456593957
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1097.9325451382797
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1049.434621614915
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1008.2705561131448
2012-07-17 00:00:00,2012-07-17 03:30:00,8,980.3953995094892
2012-07-17 00:00:00,2012-07-17 04:00:00,9,970.3866051089642
2012-07-17 00:00:00,2012-07-17 04:30:00,10,1003.7513757937472
2012-07-17 00:00:00,2012-07-17 05:00:00,11,949.5772792536106
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1015.2418266686661
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1060.618000893149
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1202.336176497273
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1262.878228751208
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1351.9836582895343
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1426.0165159480007
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1488.6726048594753
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1467.8707676875606
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1530.5485933476393
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1569.5309972458756
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1521.5645034289673
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1531.0051006440144
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1501.6897332486544
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1534.2353735952959
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1518.3234332547704
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1569.8115827389015
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1561.7328052753808
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1525.5504752572438
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1517.738337614977
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1528.3058482787162
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1553.203586171192
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1525.854184950912
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1541.7236834893354
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1542.145949180913
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1600.2444893877703
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1713.058943943663
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1761.284926867473
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1737.759076647726
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1699.319540041341
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1689.3730386797774
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1597.7664466833871
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1587.7118485777435
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1550.7251877098759
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1458.4135121541278
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1402.5897973976232
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1311.9140039495394
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1460.814124362052
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1402.5576903344236
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1352.7829551786635
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1324.7991037145841
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1185.6132704402173
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1106.7234768302008
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1061.2634329087725
2012-07-18 00:00:00,2012-07-18 03:00:00,7,1022.9570561223945
2012-07-18 00:00:00,2012-07-18 03:30:00,8,989.6237343504852
2012-07-18 00:00:00,2012-07-18 04:00:00,9,980.460040544208
2012-07-18 00:00:00,2012-07-18 04:30:00,10,1014.8959775662886
2012-07-18 00:00:00,2012-07-18 05:00:00,11,960.5815171282525
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1028.3600789660393
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1072.0795109415715
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1207.7393594315377
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1275.1730371576275
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1352.3462635434544
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1433.6257654114002
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1496.2480574142437
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1470.5283787038557
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1537.162541639695
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1575.995883383021
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1527.3894006315634
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1535.559145142842
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1507.9401691066112
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1536.4702030724607
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1520.974640646272
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1574.5508520848753
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1566.2963129086252
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1530.194295018104
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1528.6698231968282
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1529.8337353665486
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1556.546438403909
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1532.9942265954298
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1544.1855036775755
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1549.9213727076983
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1602.5168334335158
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1718.1896348551265
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1763.0707910952415
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1741.1021601224495
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1702.5686681100694
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1691.865969811805
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1599.671613998624
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1593.4033902940191
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1554.8858184043893
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1462.588933443129
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1406.4289483396667
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1317.3480354568533
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1462.365962785396
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1480.1472990815491
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1421.313649430192
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1341.3892435077398
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1233.1408313532388
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1159.7010560777112
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1111.0984688646695
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1072.88268558127
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1011.0674815443872
2012-07-19 00:00:00,2012-07-19 04:00:00,9,992.4894275968688
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1014.2325798255504
2012-07-19 00:00:00,2012-07-19 05:00:00,11,997.9229388096683
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1055.2474586574835
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1112.9591131997463
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1205.336763878712
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1362.673002361928
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1392.3598822754168
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1518.781274639644
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1576.6085857608123
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1521.812910707407
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1675.4101838478628
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1668.6822866101797
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1642.4407658426787
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1627.4769533041863
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1628.2767304651748
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1634.2929715341636
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1633.8562798989547
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1646.494509366684
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1688.4761398760907
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1609.1099165814535
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1651.1244368193122
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1579.9546931694658
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1637.2483155276532
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1648.544309663016
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1654.8806608202826
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1665.3641061207636
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1699.0114189617038
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1843.596372870857
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1883.4773298425184
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1844.6337956630632
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1799.5204724484984
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1782.372276765935
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1695.0706638396068
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1668.5318370032307
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1614.020909798967
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1531.9664803918001
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1469.9213684369918
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1386.079487236743
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1510.7055211100533
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1474.2762957804416
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1441.982415721333
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1329.5944514705966
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1227.3878504146408
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1159.87076992258
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1101.7303393368666
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1047.7514999893854
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1005.6063991692833
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1007.1991229581477
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1019.8269465355879
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1025.6078366055767
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1068.4375382796213
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1133.4715065310043
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1211.0324679511034
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1369.4550991683475
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1376.0290025706367
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1503.6124393806863
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1599.5627879528313
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1539.2572384609666
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1637.018176367721
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1632.6188861347312
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1643.217205348865
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1616.891441339639
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1630.95970695079
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1640.5904384586577
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1631.4867964226642
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1635.3408535801989
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1691.3854844981486
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1655.9338792203123
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1666.8867102181412
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1586.3010588843954
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1625.274497707921
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1653.0769731701728
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1650.0083917449217
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1683.4770790298226
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1687.948161011884
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1814.6130334210293
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1834.7414760823897
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1836.798142487528
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1781.157153385715
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1740.9505009419283
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1693.6450035064609
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1630.995282644086
2012-07-20 00:00:00,2012-07-20 21:30:00,44,1580.4398744746372
