Origin,Timestamp,Horizon,SARIMA
2012-07-14 00:00:00,2012-07-14 05:30:00,12,986.2061314094068
2012-07-14 00:00:00,2012-07-14 06:00:00,13,1041.095442416451
2012-07-14 00:00:00,2012-07-14 06:30:00,14,1141.2097541372607
2012-07-14 00:00:00,2012-07-14 07:00:00,15,1242.4922443735497
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1323.2162181601386
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1430.3563257491483
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1500.0720645943948
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1536.1356693359874
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1538.3255777851211
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1505.635164909065
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1478.0279608163441
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1439.6259927421097
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1422.3297150336987
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1410.3522851363755
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1391.87675957926
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1381.6049459614333
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1410.7288809382237
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1409.7000002076657
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1391.9787644971357
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1398.3898655501562
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1414.4820741133717
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1416.3123659236894
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1472.601699695586
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1558.2350911085764
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1658.1734867948448
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1766.2081543270315
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1798.2359042061778
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1779.3379098498267
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1750.820119580274
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1712.1270486129704
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1669.201861045074
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1626.710821844147
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1575.7167328369985
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1509.250578698672
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1445.7933509415698
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1365.843645904722
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1569.830928743189
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1489.983968740728
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1403.3761811481816
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1270.2658920743086
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1150.9370964883199
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1065.3279554751857
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1001.3173602341536
2012-07-15 00:00:00,2012-07-15 03:00:00,7,951.4913620772821
2012-07-15 00:00:00,2012-07-15 03:30:00,8,921.9339344279948
2012-07-15 00:00:00,2012-07-15 04:00:00,9,910.9283888196535
2012-07-15 00:00:00,2012-07-15 04:30:00,10,900.6784328941483
2012-07-15 00:00:00,2012-07-15 05:00:00,11,891.633666400507
2012-07-15 00:00:00,2012-07-15 05:30:00,12,916.2239531935213
2012-07-15 00:00:00,2012-07-15 06:00:00,13,941.1829052323916
2012-07-15 00:00:00,2012-07-15 06:30:00,14,986.4446345793879
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1041.87549739853
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1087.72873995428
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1170.18633661026
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1250.6281078279765
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1302.2403181655675
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1337.8182582765637
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1354.9718569086654
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1348.161928902536
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1338.0605071906098
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1335.4327467959163
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1324.3205228309175
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1288.0846304963636
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1243.5640810801597
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1218.1954759562486
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1176.7640025835094
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1165.6667145046665
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1162.5433973452182
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1183.4576328123712
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1215.5205126939973
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1271.9894988575968
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1370.6833692492794
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1523.965707892755
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1668.2815708883413
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1723.8478204119788
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1693.191762714264
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1652.3906861194914
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1610.996141024708
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1573.315979898783
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1541.1921952814844
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1492.7551657825722
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1439.9962100809007
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1392.502908923532
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1323.6716911248634
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1547.7759875657623
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1378.0135445046099
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1307.0230913981088
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1180.1990987904362
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1060.9630317906206
2012-07-16 00:00:00,2012-07-16 02:00:00,5,968.4749185452455
2012-07-16 00:00:00,2012-07-16 02:30:00,6,906.0561462764265
2012-07-16 00:00:00,2012-07-16 03:00:00,7,856.3588833192947
2012-07-16 00:00:00,2012-07-16 03:30:00,8,819.0528531590048
2012-07-16 00:00:00,2012-07-16 04:00:00,9,800.8593464672676
2012-07-16 00:00:00,2012-07-16 04:30:00,10,784.1777991384126
2012-07-16 00:00:00,2012-07-16 05:00:00,11,773.4442263249905
2012-07-16 00:00:00,2012-07-16 05:30:00,12,792.8384784729178
2012-07-16 00:00:00,2012-07-16 06:00:00,13,800.7884813561718
2012-07-16 00:00:00,2012-07-16 06:30:00,14,830.15623811104
2012-07-16 00:00:00,2012-07-16 07:00:00,15,857.5175012699323
2012-07-16 00:00:00,2012-07-16 07:30:00,16,873.1391787947568
2012-07-16 00:00:00,2012-07-16 08:00:00,17,929.4661921098706
2012-07-16 00:00:00,2012-07-16 08:30:00,18,997.5876421346068
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1056.399783315385
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1094.3423476574092
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1119.4585187559621
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1126.6384598272946
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1125.793443739121
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1107.9564430407258
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1095.932651992679
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1113.1479425961763
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1139.684556622
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1129.0877236391075
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1115.248837042858
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1122.3853940828724
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1126.8030718905388
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1140.5400255061656
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1166.371745905784
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1192.304644027611
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1288.0702467981682
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1433.530049158071
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1574.2109720874835
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1618.2413046312479
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1592.089883923693
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1557.1204332131233
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1532.1078238859961
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1497.578605490785
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1444.6077317615425
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1386.5058706411558
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1306.8917363043074
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1244.4429991801417
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1169.6986819746382
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1374.4154296927006
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1464.639798677829
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1397.9540706252862
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1290.288579650923
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1187.3164318730546
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1108.246723690151
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1051.5854277516091
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1008.2852869289009
2012-07-17 00:00:00,2012-07-17 03:30:00,8,981.1036782870891
2012-07-17 00:00:00,2012-07-17 04:00:00,9,964.3791090567082
2012-07-17 00:00:00,2012-07-17 04:30:00,10,964.3299106060084
2012-07-17 00:00:00,2012-07-17 05:00:00,11,976.4000884135517
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1012.7656320411621
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1070.8852391072214
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1198.5032192603082
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1341.8393941531717
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1464.3366114170444
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1572.6114766362796
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1613.1942673233154
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1608.5346668939603
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1605.0862566429948
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1563.8514937200873
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1511.490365106014
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1448.5563615891915
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1416.5704297425023
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1393.0876539004228
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1366.4760721364414
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1376.5428942407684
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1403.143487698329
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1415.60416966704
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1402.095968956367
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1387.0768560061501
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1377.0252728657092
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1394.8084691732106
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1423.0453841353014
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1495.8696525070043
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1621.570972571869
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1785.9657101223802
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1886.8061324406144
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1885.305256279147
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1852.2925938422013
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1822.0830447670414
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1776.3698801056044
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1728.7834783063638
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1661.7572891964303
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1567.554121963879
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1469.113917140305
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1375.9771465835997
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1565.8320694609517
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1452.236483413422
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1373.149907325081
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1261.4326079846246
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1157.748925612865
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1071.0464024021467
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1013.2807245167122
2012-07-18 00:00:00,2012-07-18 03:00:00,7,970.909188093061
2012-07-18 00:00:00,2012-07-18 03:30:00,8,949.0253992403071
2012-07-18 00:00:00,2012-07-18 04:00:00,9,934.108954040529
2012-07-18 00:00:00,2012-07-18 04:30:00,10,937.0801425491157
2012-07-18 00:00:00,2012-07-18 05:00:00,11,955.5668087951101
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1004.5524647815454
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1077.9940704857797
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1203.1413598598244
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1368.1570608306695
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1517.4988893006034
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1624.6438251475308
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1624.715338225285
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1582.3004603639354
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1540.0552353700932
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1480.469633027212
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1426.3539110958839
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1379.9429253141338
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1350.521987397707
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1328.6443850403568
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1334.5590959141243
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1300.4260336696186
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1300.2012299362898
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1295.8839703227015
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1298.185564416799
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1298.5288877861708
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1292.747779978313
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1322.185360520885
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1378.7959069219635
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1464.4352806702948
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1596.8674752355414
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1774.3697540685275
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1858.1651306014796
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1848.0346002482659
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1815.2177704046305
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1784.0753944484268
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1736.6779177398464
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1676.2788316216452
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1606.0604874193668
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1513.7277324415645
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1430.440273980017
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1332.061057309945
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1518.100905690223
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1538.2451449456028
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1445.2628124304536
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1345.5632196844829
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1254.442690382985
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1170.0333586152726
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1108.4234408537322
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1064.1439139232775
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1034.6624669711937
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1025.4074094373677
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1021.0162410249023
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1028.4643396711037
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1068.0814895188437
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1130.9150568882878
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1260.4029042489854
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1433.7409901923177
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1570.6884214043018
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1676.974994638737
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1709.0710506907024
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1682.4684883703897
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1641.9273784772718
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1594.5013717746058
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1556.3891769642585
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1528.9616586618567
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1498.4492373722571
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1478.3655794653287
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1439.2073671520457
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1428.5875884608881
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1435.0370492145453
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1424.5501730069154
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1424.420541180402
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1417.0137148035014
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1421.3466446486766
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1450.3904871705154
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1505.354278484168
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1598.011558344061
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1752.720342122886
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1951.3017247908538
2012-07-19 00:00:00,2012-07-19 18:30:00,38,2032.335174895219
2012-07-19 00:00:00,2012-07-19 19:00:00,39,2023.9288005400633
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1995.29334936634
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1961.2575385321743
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1915.6513266934146
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1867.3994259844353
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1798.7831459991835
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1699.7148497724693
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1605.4070817614984
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1486.8204198276367
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1657.9807652184131
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1492.5689073292915
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1410.8711203403416
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1303.713885003947
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1201.6449567016325
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1114.9709822332052
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1050.1560718242117
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1002.1736431332981
2012-07-20 00:00:00,2012-07-20 03:30:00,8,977.1705072594773
2012-07-20 00:00:00,2012-07-20 04:00:00,9,959.9315627493032
2012-07-20 00:00:00,2012-07-20 04:30:00,10,957.4457176039512
2012-07-20 00:00:00,2012-07-20 05:00:00,11,967.8700112862095
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1005.4105687273812
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1079.2194223340953
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1214.7580279950344
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1385.3057370875713
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1536.2633204843257
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1659.8948785596333
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1696.606185195932
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1674.9888037900687
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1680.2156872595235
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1646.0732480485535
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1622.6043601342606
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1597.9731270325763
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1584.9840858041775
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1562.9333270603192
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1538.0083949685961
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1517.8025112586288
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1510.8780752276803
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1498.2744817461955
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1469.3799272632737
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1458.072491812069
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1447.1846270151234
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1460.9122440896274
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1486.2387098526187
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1559.3279747261104
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1693.417076742154
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1868.7539395478398
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1942.7684844102291
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1931.2196562212278
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1888.247729502394
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1846.5328404096852
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1808.0151967381457
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1752.7859019265322
2012-07-20 00:00:00,2012-07-20 21:30:00,44,1682.4826130618808
