Origin,Timestamp,Horizon,Simple_Exponential_Smoothing
2012-07-13 00:00:00,2012-07-13 13:30:00,28,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 14:00:00,29,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 14:30:00,30,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 15:00:00,31,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 15:30:00,32,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 16:00:00,33,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 16:30:00,34,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 17:00:00,35,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 17:30:00,36,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 18:00:00,37,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 18:30:00,38,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 19:00:00,39,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 19:30:00,40,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 20:00:00,41,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 20:30:00,42,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 21:00:00,43,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 21:30:00,44,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 22:00:00,45,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 22:30:00,46,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 23:00:00,47,1487.8666192298888
2012-07-13 00:00:00,2012-07-13 23:30:00,48,1487.8666192298888
2012-07-14 00:00:00,2012-07-14 00:00:00,1,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 00:30:00,2,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 01:00:00,3,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 01:30:00,4,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 02:00:00,5,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 02:30:00,6,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 03:00:00,7,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 03:30:00,8,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 04:00:00,9,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 04:30:00,10,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 05:00:00,11,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 05:30:00,12,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 06:00:00,13,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 06:30:00,14,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 07:00:00,15,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1541.1569189547984
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1541.1569189547984
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 03:00:00,7,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 03:30:00,8,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 04:00:00,9,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 04:30:00,10,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 05:00:00,11,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 05:30:00,12,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 06:00:00,13,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1545.4690306601333
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1545.4690306601333
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 02:30:00,6,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 03:00:00,7,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 03:30:00,8,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 04:00:00,9,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 04:30:00,10,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 05:00:00,11,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 05:30:00,12,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 06:00:00,13,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1434.2849909610609
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1434.2849909610609
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 03:30:00,8,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 04:00:00,9,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 04:30:00,10,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 05:00:00,11,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1519.8065791620297
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1519.8065791620297
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 03:00:00,7,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 03:30:00,8,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 04:00:00,9,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 04:30:00,10,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 05:00:00,11,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1518.7071912279016
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1518.7071912279016
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1609.2513894400774
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1609.2513894400774
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1587.3936932714435
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1587.3936932714435
