Origin,Timestamp,Horizon,DHR_ARIMA
2012-07-13 00:00:00,2012-07-13 23:30:00,48,1289.5975608435247
2012-07-14 00:00:00,2012-07-14 00:00:00,1,1616.2273220359943
2012-07-14 00:00:00,2012-07-14 00:30:00,2,1616.932196816672
2012-07-14 00:00:00,2012-07-14 01:00:00,3,1576.7720866313289
2012-07-14 00:00:00,2012-07-14 01:30:00,4,1516.4652507292749
2012-07-14 00:00:00,2012-07-14 02:00:00,5,1449.026072664918
2012-07-14 00:00:00,2012-07-14 02:30:00,6,1382.7337104959893
2012-07-14 00:00:00,2012-07-14 03:00:00,7,1322.85741797044
2012-07-14 00:00:00,2012-07-14 03:30:00,8,1272.6557540402446
2012-07-14 00:00:00,2012-07-14 04:00:00,9,1233.9586052118389
2012-07-14 00:00:00,2012-07-14 04:30:00,10,1207.5162592383388
2012-07-14 00:00:00,2012-07-14 05:00:00,11,1193.2247057442992
2012-07-14 00:00:00,2012-07-14 05:30:00,12,1190.2907766934322
2012-07-14 00:00:00,2012-07-14 06:00:00,13,1197.372787595579
2012-07-14 00:00:00,2012-07-14 06:30:00,14,1212.7149953364838
2012-07-14 00:00:00,2012-07-14 07:00:00,15,1234.2833394066733
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1259.9031745227676
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1287.3956260298157
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1314.706972163161
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1340.0245710421184
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1361.8729731532696
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1379.1847502210992
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1391.3420295270994
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1398.1865667769346
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1399.9982460070646
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1397.4439923233756
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1391.5010624468503
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1383.3603940250655
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1374.3170246593388
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1365.6554417281377
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1358.538034732299
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1353.9045711869555
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1352.3898220790988
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1354.2651780642236
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1359.4084110885947
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1367.3037636404401
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1377.0724246844009
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1387.531323116765
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1397.2761823224175
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1404.7830695390296
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1408.52135869931
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1407.070195836276
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1399.230269390288
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1384.1229642043063
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1361.2697995910648
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1330.6463631649897
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1292.7066644476317
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1248.37582918698
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1199.0112012209236
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1631.7554218586138
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1638.618788630412
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1601.5942693377076
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1542.5684692534574
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1475.2146427519856
2012-07-15 00:00:00,2012-07-15 02:30:00,6,1408.1734005778007
2012-07-15 00:00:00,2012-07-15 03:00:00,7,1346.90407997485
2012-07-15 00:00:00,2012-07-15 03:30:00,8,1294.758870587184
2012-07-15 00:00:00,2012-07-15 04:00:00,9,1253.6093376643926
2012-07-15 00:00:00,2012-07-15 04:30:00,10,1224.2218870734375
2012-07-15 00:00:00,2012-07-15 05:00:00,11,1206.4986573348015
2012-07-15 00:00:00,2012-07-15 05:30:00,12,1199.6517933996065
2012-07-15 00:00:00,2012-07-15 06:00:00,13,1202.3493423433333
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1212.8526195489446
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1229.1534236739226
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1249.1123514651597
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1270.595168448636
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1291.601835019326
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1310.381824982017
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1325.529451544394
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1336.0537796762417
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1341.419146623562
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1341.554147701164
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1336.828994838294
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1328.0032499484864
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1316.1479128474384
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1302.5475585861698
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1288.589548576189
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1275.6481896637067
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1264.9720256238536
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1257.5821944867087
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1254.1889896266564
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1255.1324771608536
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1260.3513350230394
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1269.3821058230546
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1281.3889315375982
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1295.2217088696395
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1309.4986157581272
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1322.7072484562098
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1333.317292323753
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1339.896818588631
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1341.2240112367583
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1336.3864032792528
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1324.860521861443
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1306.5661516278203
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1281.8911367081814
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1251.6846373649114
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1217.2189019023863
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1520.9958179026057
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1540.2672335440288
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1522.4906504907149
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1486.479241468435
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1444.0591662593542
2012-07-16 00:00:00,2012-07-16 02:30:00,6,1402.749562226052
2012-07-16 00:00:00,2012-07-16 03:00:00,7,1367.3171084585063
2012-07-16 00:00:00,2012-07-16 03:30:00,8,1340.6744777222978
2012-07-16 00:00:00,2012-07-16 04:00:00,9,1324.4031345350745
2012-07-16 00:00:00,2012-07-16 04:30:00,10,1319.0677997888363
2012-07-16 00:00:00,2012-07-16 05:00:00,11,1324.4217007404968
2012-07-16 00:00:00,2012-07-16 05:30:00,12,1339.56023948971
2012-07-16 00:00:00,2012-07-16 06:00:00,13,1363.0551839859388
2012-07-16 00:00:00,2012-07-16 06:30:00,14,1393.0855807900641
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1427.571596272061
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1464.311243843424
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1501.1161819964184
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1535.9407219415652
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1566.9974062102942
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1592.8527078662205
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1612.497329979336
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1625.3870676672043
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1631.4520544724744
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1631.0742800915634
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1625.0353704474435
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1614.4386047999499
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1600.6108638721648
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1584.9915353850672
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1569.0162553643972
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1554.0036756147917
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1541.0531980797043
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1530.960822505536
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1524.1589694111547
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1520.6844540064867
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1520.1768141208765
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1521.907071664706
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1524.834878331476
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1527.6900081346544
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1529.072448417858
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1527.5640246874532
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1521.8436635314417
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1510.7981095088396
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1493.6201865536905
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1469.887514074081
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1439.6158972278843
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1403.2833210258627
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1361.8224726728429
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1316.5818602083523
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1595.2402953603419
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1604.7863507737147
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1578.4643773988912
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1534.8817092628692
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1485.7532002188102
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1438.5388402549884
2012-07-17 00:00:00,2012-07-17 03:00:00,7,1397.973234258332
2012-07-17 00:00:00,2012-07-17 03:30:00,8,1366.949277820312
2012-07-17 00:00:00,2012-07-17 04:00:00,9,1347.0323400791085
2012-07-17 00:00:00,2012-07-17 04:30:00,10,1338.7698072406527
2012-07-17 00:00:00,2012-07-17 05:00:00,11,1341.8936374840664
2012-07-17 00:00:00,2012-07-17 05:30:00,12,1355.4726852119886
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1378.0463754543694
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1407.7556132860334
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1442.4769443864511
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1479.9598072213073
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1517.9629879322126
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1554.384368917691
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1587.377299835295
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1615.4471172096469
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1637.522274372771
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1652.9960294474884
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1661.736500791784
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1664.0649661116177
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1660.704386559615
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1652.702121872766
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1641.332522792202
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1627.9864203488698
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1614.0553844819378
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1600.8189374505182
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1589.3426588032623
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1580.3943253757318
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1574.383946386978
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1571.3318683897796
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1570.867153259025
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1572.2563098846122
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1574.4603323952836
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1576.2160105664327
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1576.1357680043093
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1572.818968228572
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1564.9667984589412
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1551.4925531970298
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1531.6194149465973
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1504.9586495436783
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1471.5624432747286
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1431.9473193917297
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1387.0860666066735
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1338.368255875305
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1590.8322475176597
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1597.6977492486512
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1569.0564050476899
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1523.3762401805507
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1472.3072088631102
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1423.2870515915258
2012-07-18 00:00:00,2012-07-18 03:00:00,7,1381.0517752726214
2012-07-18 00:00:00,2012-07-18 03:30:00,8,1348.5079322799886
2012-07-18 00:00:00,2012-07-18 04:00:00,9,1327.2399453012113
2012-07-18 00:00:00,2012-07-18 04:30:00,10,1317.815513007251
2012-07-18 00:00:00,2012-07-18 05:00:00,11,1319.9856676633547
2012-07-18 00:00:00,2012-07-18 05:30:00,12,1332.835601692074
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1354.9174633024218
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1384.3807795998596
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1419.1063881236494
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1456.8436360045052
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1495.3469082611596
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1532.5055451303795
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1566.460456821315
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1595.7009477249892
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1619.1362009892168
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1636.1373622800086
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1646.5480242234132
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1650.6629802416126
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1649.1772218581582
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1643.1091383893452
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1633.703598192084
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1622.3219240975923
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1610.326628698754
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1598.9690883709434
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1589.288086520282
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1582.02636361806
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1577.5710286486549
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1575.9220017867804
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1576.690687138008
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1579.128952498764
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1582.1863659299554
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1584.5916524957483
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1584.952625207388
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1581.8675295039748
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1574.0399110638143
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1560.3888298034751
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1540.146518906772
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1512.9364086207222
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1478.825744916038
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1438.3487442197688
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1392.4982210097094
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1342.6857692697731
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1670.2810364518414
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1668.0741491579583
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1631.7160096603689
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1579.2772727130903
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1522.1716199877935
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1467.696644310331
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1420.5055002445326
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1383.4558996604624
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1358.1034050641647
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1344.9983182122887
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1343.8805162183028
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1353.8270353108305
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1373.3828211892426
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1400.6898412003486
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1433.6201647361925
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1469.912608352065
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1507.3089104889166
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1543.6834380807572
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1577.1596987358798
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1606.2071490254666
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1629.7127359668098
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1647.0231009461365
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1657.9552402210238
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1662.775484507028
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1662.148765957667
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1657.0621257328428
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1648.7281355264247
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1638.4752396648487
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1627.6328772225086
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1617.4195566422302
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1608.8418068124213
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1602.6111355764504
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1599.0848437241223
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1598.234857803891
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1599.6467742995965
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1602.5491861020132
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1605.8712353929411
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1608.3243510528787
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1608.5024198818144
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1604.993326791153
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1596.4939702203867
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1581.9205727584367
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1560.5063836883905
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1531.8796917909028
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1496.116377911761
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1453.7629487030079
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1405.8279892882053
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1353.7421176455616
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1654.4671114452008
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1655.096305058622
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1619.6083666327336
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1566.8268105980796
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1508.6278455490603
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1452.5990675772382
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1403.580905708231
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1364.5568842962266
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1337.1712349134182
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1322.0400378290271
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1318.9543372352186
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1327.0324643527288
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1344.8534362269102
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1370.5874888925898
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1402.1298668408583
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1437.237773834298
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1473.6666353256073
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1509.2997867109702
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1542.2649290382933
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1571.030884238357
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1594.479112477875
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1611.9459364342601
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1623.233275984293
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1628.5877610828693
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1628.6501935804945
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1624.379311610966
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1616.9555287814533
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1607.6716523552468
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1597.8184363889245
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1588.5731378529379
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1580.898994421325
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1575.4627488882477
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1572.5760615884176
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1572.164966944159
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1573.769559008355
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1576.573968885549
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1579.4645698628208
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1581.112359912576
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1580.073762367635
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1574.9027715147847
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1564.2665411165544
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1547.0562278933787
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1522.485179122815
