Timestamp,Actual,Naive,Daily_Seasonal_Naive,Weekly_Seasonal_Naive,Moving_Average
2012-07-13 18:30:00,1765.609056,1733.157246,1737.477814,1909.540926,1342.8381267083334
2012-07-13 19:00:00,1747.129686,1765.609056,1727.70113,1896.106616,1343.42419425
2012-07-13 19:30:00,1719.025154,1747.129686,1689.27023,1867.557662,1343.8289558333333
2012-07-13 20:00:00,1680.740044,1719.025154,1652.277674,1836.305686,1344.4488500833334
2012-07-13 20:30:00,1638.217588,1680.740044,1613.460228,1800.056064,1345.0418161250002
2012-07-13 21:00:00,1596.124118,1638.217588,1575.056374,1762.087526,1345.5575944583334
2012-07-13 21:30:00,1545.522502,1596.124118,1520.61547,1709.722052,1345.9965057916668
2012-07-13 22:00:00,1479.44379,1545.522502,1446.34273,1639.597438,1346.5154022916668
2012-07-13 22:30:00,1416.369038,1479.44379,1381.179916,1567.029124,1347.2050077083334
2012-07-13 23:00:00,1336.796906,1416.369038,1301.9676,1487.356224,1347.9381144166666
2012-07-13 23:30:00,1541.156922,1336.796906,1487.866622,1665.682002,1348.6637249583334
2012-07-14 00:00:00,1485.727532,1541.156922,1424.468208,1587.186416,1349.7739395416668
2012-07-14 00:30:00,1399.174706,1485.727532,1349.501854,1500.075108,1351.0501754583333
2012-07-14 01:00:00,1266.118674,1399.174706,1226.881752,1364.603906,1352.0850265416666
2012-07-14 01:30:00,1146.84344,1266.118674,1117.143948,1242.065504,1352.9024624166666
2012-07-14 02:00:00,1061.287174,1146.84344,1032.038122,1146.263878,1353.5212018333334
2012-07-14 02:30:00,997.328776,1061.287174,975.108488,1080.518174,1354.1305570833335
2012-07-14 03:00:00,947.554306,997.328776,937.947426,1036.053218,1354.59347975
2012-07-14 03:30:00,918.047746,947.554306,912.978948,1001.499296,1354.7936230833334
2012-07-14 04:00:00,907.092416,918.047746,895.55381,975.991538,1354.8992230416668
2012-07-14 04:30:00,896.892032,907.092416,895.663692,963.075324,1355.1396106666666
2012-07-14 05:00:00,887.896202,896.892032,904.9381,962.472702,1355.1652010833334
2012-07-14 05:30:00,912.534798,887.896202,940.56355,982.10226,1354.8101615416667
2012-07-14 06:00:00,937.54144,912.534798,996.038326,1006.910024,1354.2262292083333
2012-07-14 06:30:00,982.850248,937.54144,1096.730598,1060.643344,1353.0075440833334
2012-07-14 07:00:00,1038.327586,982.850248,1198.58364,1115.495554,1350.6350367916668
2012-07-14 07:30:00,1084.226708,1038.327586,1279.870852,1161.346338,1347.296369
2012-07-14 08:00:00,1166.729596,1084.226708,1387.566978,1252.706088,1343.2204493333331
2012-07-14 08:30:00,1247.216078,1166.729596,1457.831608,1332.754374,1338.6196705416667
2012-07-14 09:00:00,1298.872426,1247.216078,1494.437068,1367.26327,1334.231847
2012-07-14 09:30:00,1334.493938,1298.872426,1497.161886,1360.21341,1330.1575836250001
2012-07-14 10:00:00,1351.69055,1334.493938,1464.999526,1305.59162,1326.7686680416666
2012-07-14 10:30:00,1344.923084,1351.69055,1437.913606,1239.467126,1324.408064375
2012-07-14 11:00:00,1334.86358,1344.923084,1400.02624,1176.457792,1322.4707618333334
2012-07-14 11:30:00,1332.2772,1334.86358,1383.237968,1125.879508,1321.1132064166666
2012-07-14 12:00:00,1321.205826,1332.2772,1371.762032,1084.582702,1320.05152375
2012-07-14 12:30:00,1285.01026,1321.205826,1353.781572,1055.134238,1318.9982694583334
2012-07-14 13:00:00,1240.52952,1285.01026,1343.998478,1041.412176,1317.5655337916667
2012-07-14 13:30:00,1215.200214,1240.52952,1373.604868,1046.09369,1315.4099305
2012-07-14 14:00:00,1173.807536,1215.200214,1373.052258,1038.800302,1312.1098335416666
2012-07-14 14:30:00,1162.748546,1173.807536,1355.801188,1034.842384,1307.9589018333334
2012-07-14 15:00:00,1159.663036,1162.748546,1362.676428,1049.34699,1303.9369717916668
2012-07-14 15:30:00,1180.614594,1159.663036,1379.226826,1075.8546,1299.707526125
2012-07-14 16:00:00,1212.714318,1180.614594,1381.509434,1124.257424,1295.5697712916665
2012-07-14 16:30:00,1269.219676,1212.714318,1438.245286,1201.949956,1292.053206375
2012-07-14 17:00:00,1367.949452,1269.219676,1524.319472,1345.739334,1288.5318395
2012-07-14 17:30:00,1521.267236,1367.949452,1624.693012,1530.177072,1285.2741307499998
2012-07-14 18:00:00,1665.61809,1521.267236,1733.157246,1711.941578,1283.1194270833332
2012-07-14 18:30:00,1721.218882,1665.61809,1765.609056,1746.643996,1281.7123613333333
2012-07-14 19:00:00,1690.596924,1721.218882,1747.129686,1722.202274,1280.7875660416667
2012-07-14 19:30:00,1649.82951,1690.596924,1719.025154,1682.109492,1279.6098001666667
2012-07-14 20:00:00,1608.468196,1649.82951,1680.740044,1642.904652,1278.16822425
2012-07-14 20:30:00,1570.82084,1608.468196,1638.217588,1608.488782,1276.6625607499998
2012-07-14 21:00:00,1538.72944,1570.82084,1596.124118,1582.61667,1275.2584618333333
2012-07-14 21:30:00,1490.32438,1538.72944,1545.522502,1552.310766,1274.0627393749999
2012-07-14 22:00:00,1437.596984,1490.32438,1479.44379,1495.882396,1272.9127784999998
2012-07-14 22:30:00,1390.134838,1437.596984,1416.369038,1448.319104,1272.0409700416667
2012-07-14 23:00:00,1321.334376,1390.134838,1336.796906,1392.999006,1271.4944242083334
2012-07-14 23:30:00,1545.469034,1321.334376,1541.156922,1610.887476,1271.1722881666667
2012-07-15 00:00:00,1487.772786,1545.469034,1485.727532,1545.823018,1271.2621238333334
2012-07-15 00:30:00,1415.375798,1487.772786,1399.174706,1455.534116,1271.3047332916667
2012-07-15 01:00:00,1287.1633,1415.375798,1266.118674,1337.335946,1271.6422560416668
2012-07-15 01:30:00,1166.556526,1287.1633,1146.84344,1216.145136,1272.08068575
2012-07-15 02:00:00,1072.715276,1166.556526,1061.287174,1111.944778,1272.4913750416667
2012-07-15 02:30:00,1008.960712,1072.715276,997.328776,1046.023236,1272.7294605
2012-07-15 03:00:00,957.94478,1008.960712,947.554306,995.380796,1272.9717925
2012-07-15 03:30:00,919.336984,957.94478,918.047746,956.005378,1273.1882607083332
2012-07-15 04:00:00,899.858398,919.336984,907.092416,925.266476,1273.2151198333333
2012-07-15 04:30:00,881.908244,899.858398,896.892032,912.320656,1273.064411125
2012-07-15 05:00:00,869.922326,881.908244,887.896202,906.364492,1272.7522488749999
2012-07-15 05:30:00,888.080286,869.922326,912.534798,911.424282,1272.377793125
2012-07-15 06:00:00,894.809844,888.080286,937.54144,919.951866,1271.8683241249998
2012-07-15 06:30:00,922.9728,894.809844,982.850248,949.933476,1270.9780825416667
2012-07-15 07:00:00,949.144706,922.9728,1038.327586,984.341596,1269.7306357083332
2012-07-15 07:30:00,963.592272,949.144706,1084.226708,1006.899066,1267.8726590416666
2012-07-15 08:00:00,1018.760224,963.592272,1166.729596,1062.025798,1265.359441625
2012-07-15 08:30:00,1085.73747,1018.760224,1247.216078,1130.603784,1262.276746375
2012-07-15 09:00:00,1143.420074,1085.73747,1298.872426,1169.554762,1258.9126087083334
2012-07-15 09:30:00,1180.24758,1143.420074,1334.493938,1193.32717,1255.6740180416666
2012-07-15 10:00:00,1204.262986,1180.24758,1351.69055,1194.926104,1252.4605522499999
2012-07-15 10:30:00,1210.356272,1204.262986,1344.923084,1177.035864,1249.3891446666667
2012-07-15 11:00:00,1208.43853,1210.356272,1334.86358,1167.300154,1246.5856694166666
2012-07-15 11:30:00,1189.542554,1208.43853,1332.2772,1169.239488,1243.9518142083332
2012-07-15 12:00:00,1176.473362,1189.542554,1321.205826,1163.290694,1240.97817575
2012-07-15 12:30:00,1192.656652,1176.473362,1285.01026,1153.045726,1237.9629160833333
2012-07-15 13:00:00,1218.174494,1192.656652,1240.52952,1128.524238,1236.0388825833334
2012-07-15 13:30:00,1206.571948,1218.174494,1215.200214,1119.993852,1235.573152875
2012-07-15 14:00:00,1191.74024,1206.571948,1173.807536,1111.221298,1235.3933973333335
2012-07-15 14:30:00,1197.896702,1191.74024,1162.748546,1116.68699,1235.7669953333334
2012-07-15 15:00:00,1201.346848,1197.896702,1159.663036,1129.796802,1236.4992485833334
2012-07-15 15:30:00,1214.128672,1201.346848,1180.614594,1134.365702,1237.3676613333334
2012-07-15 16:00:00,1239.017506,1214.128672,1212.714318,1183.787926,1238.0658712916668
2012-07-15 16:30:00,1264.019604,1239.017506,1269.219676,1229.898824,1238.613854375
2012-07-15 17:00:00,1358.866338,1264.019604,1367.949452,1295.798212,1238.5055195416667
2012-07-15 17:30:00,1503.41905,1358.866338,1521.267236,1447.392162,1238.316288
2012-07-15 18:00:00,1643.20451,1503.41905,1665.61809,1631.4802,1237.9444507916667
2012-07-15 18:30:00,1686.350858,1643.20451,1721.218882,1693.366954,1237.4775012083333
2012-07-15 19:00:00,1659.326784,1686.350858,1690.596924,1686.641012,1236.7510840416667
2012-07-15 19:30:00,1623.495866,1659.326784,1649.82951,1651.53012,1236.0996227916667
2012-07-15 20:00:00,1597.632832,1623.495866,1608.468196,1631.262898,1235.5510052083332
2012-07-15 20:30:00,1562.26409,1597.632832,1570.82084,1603.5737,1235.3252684583333
2012-07-15 21:00:00,1508.464454,1562.26409,1538.72944,1559.507144,1235.1470028333333
2012-07-15 21:30:00,1449.544454,1508.464454,1490.32438,1502.697564,1234.5164822916665
2012-07-15 22:00:00,1369.122668,1449.544454,1437.596984,1424.916168,1233.6669005
2012-07-15 22:30:00,1305.876632,1369.122668,1390.134838,1360.562802,1232.24035225
2012-07-15 23:00:00,1230.345236,1305.876632,1321.334376,1289.14418,1230.4849729583334
2012-07-15 23:30:00,1434.284994,1230.345236,1545.469034,1487.81307,1228.5893658749999
2012-07-16 00:00:00,1380.21486,1434.284994,1487.772786,1426.465578,1226.2730317083333
2012-07-16 00:30:00,1314.611724,1380.21486,1415.375798,1356.02895,1224.0322415833332
2012-07-16 01:00:00,1208.014948,1314.611724,1287.1633,1240.606098,1221.9329900416667
2012-07-16 01:30:00,1106.097816,1208.014948,1166.556526,1138.20881,1220.2840660416666
2012-07-16 02:00:00,1028.0696,1106.097816,1072.715276,1055.706936,1219.0245095833332
2012-07-16 02:30:00,972.436446,1028.0696,1008.960712,999.57017,1218.0943913333333
2012-07-16 03:00:00,930.151268,972.436446,957.94478,950.28869,1217.333469125
2012-07-16 03:30:00,903.971612,930.151268,919.336984,923.617718,1216.754437625
2012-07-16 04:00:00,888.236152,903.971612,899.858398,904.06072,1216.4343257083335
2012-07-16 04:30:00,889.163384,888.236152,881.908244,905.636688,1216.1921955833334
2012-07-16 05:00:00,902.197476,889.163384,869.922326,915.952976,1216.3433443333333
2012-07-16 05:30:00,939.514578,902.197476,888.080286,954.67089,1217.0157432916667
2012-07-16 06:00:00,998.573546,939.514578,894.809844,1019.21968,1218.0872910416667
2012-07-16 06:30:00,1127.118846,998.573546,922.9728,1136.108948,1220.2490348333333
2012-07-16 07:00:00,1271.370454,1127.118846,949.144706,1252.039436,1224.5020774583334
2012-07-16 07:30:00,1394.77137,1271.370454,963.592272,1359.918384,1231.2151138749998
2012-07-16 08:00:00,1503.93835,1394.77137,1018.760224,1467.602286,1240.19801175
2012-07-16 08:30:00,1545.40182,1503.93835,1085.73747,1543.08257,1250.305889375
2012-07-16 09:00:00,1541.61161,1545.40182,1143.420074,1583.0089,1259.88223
2012-07-16 09:30:00,1539.021446,1541.61161,1180.24758,1598.96182,1268.177887
2012-07-16 10:00:00,1498.633928,1539.021446,1204.262986,1584.390582,1275.6523425416667
2012-07-16 10:30:00,1447.109184,1498.633928,1210.356272,1563.40988,1281.7850704999998
2012-07-16 11:00:00,1385.000844,1447.109184,1208.43853,1544.088452,1286.7174228333333
2012-07-16 11:30:00,1353.829992,1385.000844,1189.542554,1541.697394,1290.3958043750001
2012-07-16 12:00:00,1331.151848,1353.829992,1176.473362,1522.562942,1293.8184593333333
2012-07-16 12:30:00,1305.334584,1331.151848,1192.656652,1520.828984,1297.0409277916667
2012-07-16 13:00:00,1316.185542,1305.334584,1218.174494,1516.994176,1299.3883847083332
2012-07-16 13:30:00,1343.56022,1316.185542,1206.571948,1541.308554,1301.4302815416668
2012-07-16 14:00:00,1356.785064,1343.56022,1191.74024,1531.607444,1304.284203875
2012-07-16 14:30:00,1344.03123,1356.785064,1197.896702,1494.499184,1307.7226377083332
2012-07-16 15:00:00,1329.756814,1344.03123,1201.346848,1474.766034,1310.7671070416666
2012-07-16 15:30:00,1320.440382,1329.756814,1214.128672,1482.485764,1313.4423146666666
2012-07-16 16:00:00,1338.949306,1320.440382,1239.017506,1499.521988,1315.6571419583333
2012-07-16 16:30:00,1367.902646,1338.949306,1264.019604,1537.340322,1317.7390544583334
2012-07-16 17:00:00,1441.434156,1367.902646,1358.866338,1623.986496,1319.9032845
2012-07-16 17:30:00,1567.833652,1441.434156,1503.41905,1750.864172,1321.623447375
2012-07-16 18:00:00,1732.917616,1567.833652,1643.20451,1796.763324,1322.96541825
2012-07-16 18:30:00,1834.43843,1732.917616,1686.350858,1871.18296,1324.8344412916667
2012-07-16 19:00:00,1833.609224,1834.43843,1659.326784,1863.815342,1327.9195990416667
2012-07-16 19:30:00,1801.259622,1833.609224,1623.495866,1812.170664,1331.5504832083334
2012-07-16 20:00:00,1771.704634,1801.259622,1597.632832,1770.192562,1335.2538947916667
2012-07-16 20:30:00,1726.63764,1771.704634,1562.26409,1719.719532,1338.8803906666667
2012-07-16 21:00:00,1679.689126,1726.63764,1508.464454,1663.560674,1342.304839625
2012-07-16 21:30:00,1613.292648,1679.689126,1449.544454,1598.2123,1345.8720202916668
2012-07-16 22:00:00,1519.71112,1613.292648,1369.122668,1515.986074,1349.283441
2012-07-16 22:30:00,1421.884586,1519.71112,1305.876632,1433.17102,1352.4207004166667
2012-07-16 23:00:00,1329.35362,1421.884586,1230.345236,1349.360622,1354.8375327916667
2012-07-16 23:30:00,1519.806582,1329.35362,1434.284994,1540.347332,1356.9002074583334
2012-07-17 00:00:00,1453.32218,1519.806582,1380.21486,1469.38702,1358.6819072083333
2012-07-17 00:30:00,1374.222088,1453.32218,1314.611724,1393.20363,1360.204976375
2012-07-17 01:00:00,1262.491446,1374.222088,1208.014948,1272.023784,1361.4468589583332
2012-07-17 01:30:00,1158.794592,1262.491446,1106.097816,1170.602554,1362.581786
2012-07-17 02:00:00,1072.079066,1158.794592,1028.0696,1085.745252,1363.6796355
2012-07-17 02:30:00,1014.300552,1072.079066,972.436446,1018.826474,1364.5964993750001
2012-07-17 03:00:00,971.916344,1014.300552,930.151268,973.436024,1365.4686682499998
2012-07-17 03:30:00,950.020046,971.916344,903.971612,947.80994,1366.3387739999998
2012-07-17 04:00:00,935.091252,950.020046,888.236152,927.258238,1367.298116375
2012-07-17 04:30:00,938.05025,935.091252,889.163384,926.949966,1368.2742642916667
2012-07-17 05:00:00,956.524882,938.05025,902.197476,933.795274,1369.2927406666668
2012-07-17 05:30:00,1005.498658,956.524882,939.514578,972.936492,1370.424561625
2012-07-17 06:00:00,1078.928536,1005.498658,998.573546,1036.373656,1371.7992299583332
2012-07-17 06:30:00,1204.064248,1078.928536,1127.118846,1143.74108,1373.47329225
2012-07-17 07:00:00,1369.06852,1204.064248,1271.370454,1255.497854,1375.0763214583333
2012-07-17 07:30:00,1518.399066,1369.06852,1394.77137,1361.432978,1377.1116978333332
2012-07-17 08:00:00,1625.532864,1518.399066,1503.93835,1471.052016,1379.6872748333333
2012-07-17 08:30:00,1625.593382,1625.532864,1545.40182,1550.76963,1382.2204938749999
2012-07-17 09:00:00,1583.16765,1625.593382,1541.61161,1586.461762,1383.8911514166666
2012-07-17 09:30:00,1540.91171,1583.16765,1539.021446,1584.87147,1384.75690225
2012-07-17 10:00:00,1481.31553,1540.91171,1498.633928,1565.027272,1384.7962827499998
2012-07-17 10:30:00,1427.189366,1481.31553,1447.109184,1548.735814,1384.4354827916668
2012-07-17 11:00:00,1380.768072,1427.189366,1385.000844,1521.027366,1384.0204865833332
2012-07-17 11:30:00,1351.336958,1380.768072,1353.829992,1501.436316,1383.9323038333332
2012-07-17 12:00:00,1329.44931,1351.336958,1331.151848,1474.435776,1383.880365625
2012-07-17 12:30:00,1335.354104,1329.44931,1305.334584,1451.374024,1383.8448960833332
2012-07-17 13:00:00,1301.211252,1335.354104,1316.185542,1437.743674,1384.47030275
2012-07-17 13:30:00,1300.976784,1301.211252,1343.56022,1447.66078,1384.158338375
2012-07-17 14:00:00,1296.649984,1300.976784,1356.785064,1434.568254,1383.2711834583333
2012-07-17 14:30:00,1298.94216,1296.649984,1344.03123,1398.92859,1382.0183692916669
2012-07-17 15:00:00,1299.276186,1298.94216,1329.756814,1387.558246,1381.0790136666667
2012-07-17 15:30:00,1293.4859,1299.276186,1320.440382,1395.81833,1380.4440005833333
2012-07-17 16:00:00,1322.91442,1293.4859,1338.949306,1400.769274,1379.882448875
2012-07-17 16:30:00,1379.516022,1322.91442,1367.902646,1410.672682,1379.5483887499997
2012-07-17 17:00:00,1465.146566,1379.516022,1441.434156,1474.928986,1379.7903340833334
2012-07-17 17:30:00,1597.570044,1465.146566,1567.833652,1573.237238,1380.2843426250001
2012-07-17 18:00:00,1775.063718,1597.570044,1732.917616,1732.12315,1380.9038507916666
2012-07-17 18:30:00,1858.8506,1775.063718,1834.43843,1839.663372,1381.7818945833333
2012-07-17 19:00:00,1848.711684,1858.8506,1833.609224,1832.848002,1382.2904814583333
2012-07-17 19:30:00,1815.886576,1848.711684,1801.259622,1795.521524,1382.6051160416666
2012-07-17 20:00:00,1784.736028,1815.886576,1771.704634,1761.417552,1382.9098442499999
2012-07-17 20:30:00,1737.330484,1784.736028,1726.63764,1723.032248,1383.181331625
2012-07-17 21:00:00,1676.923434,1737.330484,1679.689126,1674.966454,1383.4040992083335
2012-07-17 21:30:00,1606.697228,1676.923434,1613.292648,1607.870222,1383.3464806250001
2012-07-17 22:00:00,1514.356712,1606.697228,1519.71112,1526.385108,1383.2090760416668
2012-07-17 22:30:00,1431.061592,1514.356712,1421.884586,1435.411802,1383.0975258749997
2012-07-17 23:00:00,1332.674812,1431.061592,1329.35362,1343.441312,1383.2887135
2012-07-17 23:30:00,1518.707194,1332.674812,1519.806582,1542.969958,1383.357905
2012-07-18 00:00:00,1448.861978,1518.707194,1453.32218,1477.924828,1383.3350010833335
2012-07-18 00:30:00,1357.025794,1448.861978,1374.222088,1395.154946,1383.2420802083334
2012-07-18 01:00:00,1258.457658,1357.025794,1262.491446,1279.083062,1382.8838240833331
2012-07-18 01:30:00,1168.454082,1258.457658,1158.794592,1169.406242,1382.7997868333334
2012-07-18 02:00:00,1085.147386,1168.454082,1072.079066,1086.532168,1383.0010262083333
2012-07-18 02:30:00,1024.62597,1085.147386,1014.300552,1019.483934,1383.2732828749997
2012-07-18 03:00:00,981.420992,1024.62597,971.916344,974.13675,1383.4883957499999
2012-07-18 03:30:00,953.00032,981.420992,950.020046,948.625676,1383.68640925
2012-07-18 04:00:00,944.79244,953.00032,935.091252,935.24932,1383.7484982916667
2012-07-18 04:30:00,941.435026,944.79244,938.05025,937.27428,1383.9506063750002
2012-07-18 05:00:00,949.903628,941.435026,956.524882,946.502112,1384.0211225416667
2012-07-18 05:30:00,990.5282,949.903628,1005.498658,985.971452,1383.88317975
2012-07-18 06:00:00,1054.356276,990.5282,1078.928536,1041.150646,1383.5712952083334
2012-07-18 06:30:00,1184.825884,1054.356276,1204.064248,1157.08369,1383.059373125
2012-07-18 07:00:00,1359.133146,1184.825884,1369.06852,1272.785662,1382.658573875
2012-07-18 07:30:00,1497.03733,1359.133146,1518.399066,1374.930774,1382.4515869166664
2012-07-18 08:00:00,1604.268392,1497.03733,1625.532864,1482.519248,1382.00655075
2012-07-18 08:30:00,1637.29683,1604.268392,1625.593382,1556.004192,1381.5635409166669
2012-07-18 09:00:00,1611.614698,1637.29683,1583.16765,1579.39205,1381.80736275
2012-07-18 09:30:00,1571.98222,1611.614698,1540.91171,1562.030352,1382.4000095833333
2012-07-18 10:00:00,1525.453198,1571.98222,1481.31553,1547.027348,1383.0473118749999
2012-07-18 10:30:00,1488.22649,1525.453198,1427.189366,1511.9608,1383.9668466249998
2012-07-18 11:00:00,1461.673108,1488.22649,1380.768072,1491.825624,1385.238453375
2012-07-18 11:30:00,1432.023618,1461.673108,1351.336958,1493.504772,1386.9239749583332
2012-07-18 12:00:00,1412.79183,1432.023618,1329.44931,1491.102184,1388.6049470416667
2012-07-18 12:30:00,1374.474568,1412.79183,1335.354104,1493.333814,1390.3412495416667
2012-07-18 13:00:00,1364.68496,1374.474568,1301.211252,1483.89138,1391.1562592083335
2012-07-18 13:30:00,1371.95395,1364.68496,1300.976784,1480.91441,1392.478628125
2012-07-18 14:00:00,1362.276098,1371.95395,1296.649984,1446.655396,1393.9573190833332
2012-07-18 14:30:00,1362.94512,1362.276098,1298.94216,1459.029882,1395.3245297916665
2012-07-18 15:00:00,1356.32671,1362.94512,1299.276186,1495.254004,1396.6579247916668
2012-07-18 15:30:00,1361.43795,1356.32671,1293.4859,1496.507992,1397.8464773750002
2012-07-18 16:00:00,1391.250126,1361.43795,1322.91442,1517.900782,1399.2621450833333
2012-07-18 16:30:00,1446.972402,1391.250126,1379.516022,1538.581206,1400.685805625
2012-07-18 17:00:00,1540.378444,1446.972402,1465.146566,1603.703602,1402.091146875
2012-07-18 17:30:00,1695.826392,1540.378444,1597.570044,1716.435164,1403.6584776666666
2012-07-18 18:00:00,1895.137464,1695.826392,1775.063718,1829.137718,1405.7054849166668
2012-07-18 18:30:00,1976.89125,1895.137464,1858.8506,1853.757522,1408.2070212916667
2012-07-18 19:00:00,1969.195978,1976.89125,1848.711684,1828.865292,1410.6662015000002
2012-07-18 19:30:00,1941.262514,1969.195978,1815.886576,1787.348648,1413.1762909583333
2012-07-18 20:00:00,1907.919692,1941.262514,1784.736028,1749.48732,1415.7882896666667
2012-07-18 20:30:00,1862.997586,1907.919692,1737.330484,1694.410786,1418.3546160000003
2012-07-18 21:00:00,1815.421022,1862.997586,1676.923434,1642.406644,1420.972680625
2012-07-18 21:30:00,1747.471422,1815.421022,1606.697228,1590.430024,1423.8580470416666
2012-07-18 22:00:00,1649.06126,1747.471422,1514.356712,1511.982584,1426.79084275
2012-07-18 22:30:00,1555.40319,1649.06126,1431.061592,1438.15032,1429.5971875000002
2012-07-18 23:00:00,1437.457898,1555.40319,1332.674812,1346.867812,1432.1876374583333
2012-07-18 23:30:00,1609.251392,1437.457898,1518.707194,1547.648444,1434.3706184166667
2012-07-19 00:00:00,1514.146824,1609.251392,1448.861978,1484.985314,1436.256955875
2012-07-19 00:30:00,1432.172844,1514.146824,1357.025794,1406.409004,1437.617056833333
2012-07-19 01:00:00,1324.742956,1432.172844,1258.457658,1294.259026,1439.182620375
2012-07-19 01:30:00,1222.40487,1324.742956,1168.454082,1184.981322,1440.5635640833332
2012-07-19 02:00:00,1135.465188,1222.40487,1085.147386,1100.337214,1441.687538833333
2012-07-19 02:30:00,1070.387976,1135.465188,1024.62597,1030.925746,1442.735826375
2012-07-19 03:00:00,1022.146608,1070.387976,981.420992,978.028356,1443.6892015
2012-07-19 03:30:00,996.887852,1022.146608,953.00032,943.065822,1444.5376518333335
2012-07-19 04:00:00,979.396564,996.887852,944.79244,927.987126,1445.4519754166668
2012-07-19 04:30:00,976.66161,979.396564,941.435026,926.80146,1446.1728946666665
2012-07-19 05:00:00,986.839988,976.66161,949.903628,938.359384,1446.9067818333333
2012-07-19 05:30:00,1024.137782,986.839988,990.5282,973.917142,1447.6762893333334
2012-07-19 06:00:00,1097.706984,1024.137782,1054.356276,1026.29889,1448.3764889583333
2012-07-19 06:30:00,1233.00901,1097.706984,1184.825884,1137.8152,1449.2796287083331
2012-07-19 07:00:00,1403.323172,1233.00901,1359.133146,1263.721064,1450.2834438333336
2012-07-19 07:30:00,1554.050202,1403.323172,1497.03733,1357.704334,1451.2040693749998
2012-07-19 08:00:00,1677.454162,1554.050202,1604.268392,1462.123872,1452.3918375416667
2012-07-19 08:30:00,1713.940788,1677.454162,1637.29683,1522.843014,1453.9165410833332
2012-07-19 09:00:00,1692.101606,1713.940788,1611.614698,1539.122474,1455.5132902083333
2012-07-19 09:30:00,1697.109532,1692.101606,1571.98222,1507.832034,1457.1901007916667
2012-07-19 10:00:00,1662.750942,1697.109532,1525.453198,1451.287426,1459.7969197916666
