Origin,Timestamp,Horizon,Chronos_Bolt_Tiny
2012-07-14 00:00:00,2012-07-14 07:30:00,16,1239.243
2012-07-14 00:00:00,2012-07-14 08:00:00,17,1331.4889
2012-07-14 00:00:00,2012-07-14 08:30:00,18,1403.9697
2012-07-14 00:00:00,2012-07-14 09:00:00,19,1432.1608
2012-07-14 00:00:00,2012-07-14 09:30:00,20,1436.8838
2012-07-14 00:00:00,2012-07-14 10:00:00,21,1391.5032
2012-07-14 00:00:00,2012-07-14 10:30:00,22,1334.8124
2012-07-14 00:00:00,2012-07-14 11:00:00,23,1306.8717
2012-07-14 00:00:00,2012-07-14 11:30:00,24,1317.3751
2012-07-14 00:00:00,2012-07-14 12:00:00,25,1300.538
2012-07-14 00:00:00,2012-07-14 12:30:00,26,1268.66
2012-07-14 00:00:00,2012-07-14 13:00:00,27,1256.1653
2012-07-14 00:00:00,2012-07-14 13:30:00,28,1268.9055
2012-07-14 00:00:00,2012-07-14 14:00:00,29,1278.2472
2012-07-14 00:00:00,2012-07-14 14:30:00,30,1283.2585
2012-07-14 00:00:00,2012-07-14 15:00:00,31,1275.9442
2012-07-14 00:00:00,2012-07-14 15:30:00,32,1286.0343
2012-07-14 00:00:00,2012-07-14 16:00:00,33,1312.3224
2012-07-14 00:00:00,2012-07-14 16:30:00,34,1364.4398
2012-07-14 00:00:00,2012-07-14 17:00:00,35,1455.0057
2012-07-14 00:00:00,2012-07-14 17:30:00,36,1576.4973
2012-07-14 00:00:00,2012-07-14 18:00:00,37,1676.8665
2012-07-14 00:00:00,2012-07-14 18:30:00,38,1742.5696
2012-07-14 00:00:00,2012-07-14 19:00:00,39,1746.3049
2012-07-14 00:00:00,2012-07-14 19:30:00,40,1714.5956
2012-07-14 00:00:00,2012-07-14 20:00:00,41,1676.3828
2012-07-14 00:00:00,2012-07-14 20:30:00,42,1649.2837
2012-07-14 00:00:00,2012-07-14 21:00:00,43,1608.9213
2012-07-14 00:00:00,2012-07-14 21:30:00,44,1554.2219
2012-07-14 00:00:00,2012-07-14 22:00:00,45,1478.0887
2012-07-14 00:00:00,2012-07-14 22:30:00,46,1441.435
2012-07-14 00:00:00,2012-07-14 23:00:00,47,1451.906
2012-07-14 00:00:00,2012-07-14 23:30:00,48,1484.7297
2012-07-15 00:00:00,2012-07-15 00:00:00,1,1489.9407
2012-07-15 00:00:00,2012-07-15 00:30:00,2,1379.3988
2012-07-15 00:00:00,2012-07-15 01:00:00,3,1261.6396
2012-07-15 00:00:00,2012-07-15 01:30:00,4,1154.8123
2012-07-15 00:00:00,2012-07-15 02:00:00,5,1056.0735
2012-07-15 00:00:00,2012-07-15 02:30:00,6,985.5636
2012-07-15 00:00:00,2012-07-15 03:00:00,7,932.44995
2012-07-15 00:00:00,2012-07-15 03:30:00,8,904.52673
2012-07-15 00:00:00,2012-07-15 04:00:00,9,891.8701
2012-07-15 00:00:00,2012-07-15 04:30:00,10,884.1395
2012-07-15 00:00:00,2012-07-15 05:00:00,11,887.1085
2012-07-15 00:00:00,2012-07-15 05:30:00,12,913.89594
2012-07-15 00:00:00,2012-07-15 06:00:00,13,949.8838
2012-07-15 00:00:00,2012-07-15 06:30:00,14,1014.3964
2012-07-15 00:00:00,2012-07-15 07:00:00,15,1094.7631
2012-07-15 00:00:00,2012-07-15 07:30:00,16,1194.3923
2012-07-15 00:00:00,2012-07-15 08:00:00,17,1289.6776
2012-07-15 00:00:00,2012-07-15 08:30:00,18,1362.5847
2012-07-15 00:00:00,2012-07-15 09:00:00,19,1404.6345
2012-07-15 00:00:00,2012-07-15 09:30:00,20,1424.4678
2012-07-15 00:00:00,2012-07-15 10:00:00,21,1397.9253
2012-07-15 00:00:00,2012-07-15 10:30:00,22,1365.4435
2012-07-15 00:00:00,2012-07-15 11:00:00,23,1363.3885
2012-07-15 00:00:00,2012-07-15 11:30:00,24,1391.269
2012-07-15 00:00:00,2012-07-15 12:00:00,25,1383.1466
2012-07-15 00:00:00,2012-07-15 12:30:00,26,1351.8903
2012-07-15 00:00:00,2012-07-15 13:00:00,27,1331.3392
2012-07-15 00:00:00,2012-07-15 13:30:00,28,1330.8835
2012-07-15 00:00:00,2012-07-15 14:00:00,29,1328.6072
2012-07-15 00:00:00,2012-07-15 14:30:00,30,1329.6373
2012-07-15 00:00:00,2012-07-15 15:00:00,31,1320.2275
2012-07-15 00:00:00,2012-07-15 15:30:00,32,1323.236
2012-07-15 00:00:00,2012-07-15 16:00:00,33,1338.7389
2012-07-15 00:00:00,2012-07-15 16:30:00,34,1379.264
2012-07-15 00:00:00,2012-07-15 17:00:00,35,1458.3889
2012-07-15 00:00:00,2012-07-15 17:30:00,36,1569.1486
2012-07-15 00:00:00,2012-07-15 18:00:00,37,1659.6324
2012-07-15 00:00:00,2012-07-15 18:30:00,38,1716.686
2012-07-15 00:00:00,2012-07-15 19:00:00,39,1720.1436
2012-07-15 00:00:00,2012-07-15 19:30:00,40,1692.2363
2012-07-15 00:00:00,2012-07-15 20:00:00,41,1657.6287
2012-07-15 00:00:00,2012-07-15 20:30:00,42,1626.3218
2012-07-15 00:00:00,2012-07-15 21:00:00,43,1587.6074
2012-07-15 00:00:00,2012-07-15 21:30:00,44,1532.3254
2012-07-15 00:00:00,2012-07-15 22:00:00,45,1453.1687
2012-07-15 00:00:00,2012-07-15 22:30:00,46,1409.4788
2012-07-15 00:00:00,2012-07-15 23:00:00,47,1415.6721
2012-07-15 00:00:00,2012-07-15 23:30:00,48,1444.0266
2012-07-16 00:00:00,2012-07-16 00:00:00,1,1388.1499
2012-07-16 00:00:00,2012-07-16 00:30:00,2,1295.3213
2012-07-16 00:00:00,2012-07-16 01:00:00,3,1194.3469
2012-07-16 00:00:00,2012-07-16 01:30:00,4,1095.2507
2012-07-16 00:00:00,2012-07-16 02:00:00,5,1000.89087
2012-07-16 00:00:00,2012-07-16 02:30:00,6,934.3948
2012-07-16 00:00:00,2012-07-16 03:00:00,7,886.05835
2012-07-16 00:00:00,2012-07-16 03:30:00,8,859.23083
2012-07-16 00:00:00,2012-07-16 04:00:00,9,844.1607
2012-07-16 00:00:00,2012-07-16 04:30:00,10,834.2747
2012-07-16 00:00:00,2012-07-16 05:00:00,11,836.7863
2012-07-16 00:00:00,2012-07-16 05:30:00,12,859.4719
2012-07-16 00:00:00,2012-07-16 06:00:00,13,888.1399
2012-07-16 00:00:00,2012-07-16 06:30:00,14,944.4558
2012-07-16 00:00:00,2012-07-16 07:00:00,15,1012.9967
2012-07-16 00:00:00,2012-07-16 07:30:00,16,1096.1738
2012-07-16 00:00:00,2012-07-16 08:00:00,17,1179.7991
2012-07-16 00:00:00,2012-07-16 08:30:00,18,1247.7914
2012-07-16 00:00:00,2012-07-16 09:00:00,19,1290.9562
2012-07-16 00:00:00,2012-07-16 09:30:00,20,1314.4015
2012-07-16 00:00:00,2012-07-16 10:00:00,21,1295.2538
2012-07-16 00:00:00,2012-07-16 10:30:00,22,1266.8522
2012-07-16 00:00:00,2012-07-16 11:00:00,23,1265.9436
2012-07-16 00:00:00,2012-07-16 11:30:00,24,1290.371
2012-07-16 00:00:00,2012-07-16 12:00:00,25,1282.086
2012-07-16 00:00:00,2012-07-16 12:30:00,26,1257.2003
2012-07-16 00:00:00,2012-07-16 13:00:00,27,1244.5719
2012-07-16 00:00:00,2012-07-16 13:30:00,28,1244.7426
2012-07-16 00:00:00,2012-07-16 14:00:00,29,1241.428
2012-07-16 00:00:00,2012-07-16 14:30:00,30,1243.4656
2012-07-16 00:00:00,2012-07-16 15:00:00,31,1236.9056
2012-07-16 00:00:00,2012-07-16 15:30:00,32,1240.285
2012-07-16 00:00:00,2012-07-16 16:00:00,33,1254.1953
2012-07-16 00:00:00,2012-07-16 16:30:00,34,1293.018
2012-07-16 00:00:00,2012-07-16 17:00:00,35,1370.0131
2012-07-16 00:00:00,2012-07-16 17:30:00,36,1474.2301
2012-07-16 00:00:00,2012-07-16 18:00:00,37,1560.51
2012-07-16 00:00:00,2012-07-16 18:30:00,38,1620.7645
2012-07-16 00:00:00,2012-07-16 19:00:00,39,1628.5452
2012-07-16 00:00:00,2012-07-16 19:30:00,40,1602.8474
2012-07-16 00:00:00,2012-07-16 20:00:00,41,1573.0331
2012-07-16 00:00:00,2012-07-16 20:30:00,42,1548.5018
2012-07-16 00:00:00,2012-07-16 21:00:00,43,1513.9137
2012-07-16 00:00:00,2012-07-16 21:30:00,44,1459.6078
2012-07-16 00:00:00,2012-07-16 22:00:00,45,1382.6107
2012-07-16 00:00:00,2012-07-16 22:30:00,46,1340.3916
2012-07-16 00:00:00,2012-07-16 23:00:00,47,1347.3907
2012-07-16 00:00:00,2012-07-16 23:30:00,48,1373.1456
2012-07-17 00:00:00,2012-07-17 00:00:00,1,1464.8938
2012-07-17 00:00:00,2012-07-17 00:30:00,2,1368.5424
2012-07-17 00:00:00,2012-07-17 01:00:00,3,1263.2195
2012-07-17 00:00:00,2012-07-17 01:30:00,4,1162.8236
2012-07-17 00:00:00,2012-07-17 02:00:00,5,1069.257
2012-07-17 00:00:00,2012-07-17 02:30:00,6,1000.9875
2012-07-17 00:00:00,2012-07-17 03:00:00,7,948.7423
2012-07-17 00:00:00,2012-07-17 03:30:00,8,922.8103
2012-07-17 00:00:00,2012-07-17 04:00:00,9,913.6468
2012-07-17 00:00:00,2012-07-17 04:30:00,10,905.03125
2012-07-17 00:00:00,2012-07-17 05:00:00,11,908.7706
2012-07-17 00:00:00,2012-07-17 05:30:00,12,943.17285
2012-07-17 00:00:00,2012-07-17 06:00:00,13,1006.92786
2012-07-17 00:00:00,2012-07-17 06:30:00,14,1104.8658
2012-07-17 00:00:00,2012-07-17 07:00:00,15,1216.4366
2012-07-17 00:00:00,2012-07-17 07:30:00,16,1332.0367
2012-07-17 00:00:00,2012-07-17 08:00:00,17,1428.4299
2012-07-17 00:00:00,2012-07-17 08:30:00,18,1499.0446
2012-07-17 00:00:00,2012-07-17 09:00:00,19,1535.2977
2012-07-17 00:00:00,2012-07-17 09:30:00,20,1543.0631
2012-07-17 00:00:00,2012-07-17 10:00:00,21,1498.7155
2012-07-17 00:00:00,2012-07-17 10:30:00,22,1450.2095
2012-07-17 00:00:00,2012-07-17 11:00:00,23,1433.7368
2012-07-17 00:00:00,2012-07-17 11:30:00,24,1448.9569
2012-07-17 00:00:00,2012-07-17 12:00:00,25,1436.0999
2012-07-17 00:00:00,2012-07-17 12:30:00,26,1405.4448
2012-07-17 00:00:00,2012-07-17 13:00:00,27,1390.1348
2012-07-17 00:00:00,2012-07-17 13:30:00,28,1393.9341
2012-07-17 00:00:00,2012-07-17 14:00:00,29,1394.973
2012-07-17 00:00:00,2012-07-17 14:30:00,30,1396.4838
2012-07-17 00:00:00,2012-07-17 15:00:00,31,1383.3956
2012-07-17 00:00:00,2012-07-17 15:30:00,32,1383.494
2012-07-17 00:00:00,2012-07-17 16:00:00,33,1396.0123
2012-07-17 00:00:00,2012-07-17 16:30:00,34,1430.7031
2012-07-17 00:00:00,2012-07-17 17:00:00,35,1504.7561
2012-07-17 00:00:00,2012-07-17 17:30:00,36,1615.0531
2012-07-17 00:00:00,2012-07-17 18:00:00,37,1715.1862
2012-07-17 00:00:00,2012-07-17 18:30:00,38,1780.2158
2012-07-17 00:00:00,2012-07-17 19:00:00,39,1790.0438
2012-07-17 00:00:00,2012-07-17 19:30:00,40,1766.842
2012-07-17 00:00:00,2012-07-17 20:00:00,41,1732.065
2012-07-17 00:00:00,2012-07-17 20:30:00,42,1700.1621
2012-07-17 00:00:00,2012-07-17 21:00:00,43,1660.1262
2012-07-17 00:00:00,2012-07-17 21:30:00,44,1598.9615
2012-07-17 00:00:00,2012-07-17 22:00:00,45,1506.8242
2012-07-17 00:00:00,2012-07-17 22:30:00,46,1452.2397
2012-07-17 00:00:00,2012-07-17 23:00:00,47,1447.1704
2012-07-17 00:00:00,2012-07-17 23:30:00,48,1466.5477
2012-07-18 00:00:00,2012-07-18 00:00:00,1,1471.6998
2012-07-18 00:00:00,2012-07-18 00:30:00,2,1374.5889
2012-07-18 00:00:00,2012-07-18 01:00:00,3,1268.3522
2012-07-18 00:00:00,2012-07-18 01:30:00,4,1168.079
2012-07-18 00:00:00,2012-07-18 02:00:00,5,1076.5841
2012-07-18 00:00:00,2012-07-18 02:30:00,6,1011.21265
2012-07-18 00:00:00,2012-07-18 03:00:00,7,962.0477
2012-07-18 00:00:00,2012-07-18 03:30:00,8,937.6578
2012-07-18 00:00:00,2012-07-18 04:00:00,9,927.823
2012-07-18 00:00:00,2012-07-18 04:30:00,10,919.5396
2012-07-18 00:00:00,2012-07-18 05:00:00,11,928.49854
2012-07-18 00:00:00,2012-07-18 05:30:00,12,968.75696
2012-07-18 00:00:00,2012-07-18 06:00:00,13,1044.0894
2012-07-18 00:00:00,2012-07-18 06:30:00,14,1155.133
2012-07-18 00:00:00,2012-07-18 07:00:00,15,1278.4227
2012-07-18 00:00:00,2012-07-18 07:30:00,16,1396.2317
2012-07-18 00:00:00,2012-07-18 08:00:00,17,1488.3739
2012-07-18 00:00:00,2012-07-18 08:30:00,18,1546.7662
2012-07-18 00:00:00,2012-07-18 09:00:00,19,1566.7896
2012-07-18 00:00:00,2012-07-18 09:30:00,20,1559.1752
2012-07-18 00:00:00,2012-07-18 10:00:00,21,1502.1771
2012-07-18 00:00:00,2012-07-18 10:30:00,22,1445.853
2012-07-18 00:00:00,2012-07-18 11:00:00,23,1426.538
2012-07-18 00:00:00,2012-07-18 11:30:00,24,1442.6034
2012-07-18 00:00:00,2012-07-18 12:00:00,25,1430.8296
2012-07-18 00:00:00,2012-07-18 12:30:00,26,1398.6957
2012-07-18 00:00:00,2012-07-18 13:00:00,27,1381.6273
2012-07-18 00:00:00,2012-07-18 13:30:00,28,1384.1555
2012-07-18 00:00:00,2012-07-18 14:00:00,29,1386.2891
2012-07-18 00:00:00,2012-07-18 14:30:00,30,1390.6891
2012-07-18 00:00:00,2012-07-18 15:00:00,31,1383.3877
2012-07-18 00:00:00,2012-07-18 15:30:00,32,1387.0781
2012-07-18 00:00:00,2012-07-18 16:00:00,33,1401.3723
2012-07-18 00:00:00,2012-07-18 16:30:00,34,1439.941
2012-07-18 00:00:00,2012-07-18 17:00:00,35,1523.0027
2012-07-18 00:00:00,2012-07-18 17:30:00,36,1636.8358
2012-07-18 00:00:00,2012-07-18 18:00:00,37,1732.7185
2012-07-18 00:00:00,2012-07-18 18:30:00,38,1789.1699
2012-07-18 00:00:00,2012-07-18 19:00:00,39,1797.4298
2012-07-18 00:00:00,2012-07-18 19:30:00,40,1775.5192
2012-07-18 00:00:00,2012-07-18 20:00:00,41,1739.8992
2012-07-18 00:00:00,2012-07-18 20:30:00,42,1701.6617
2012-07-18 00:00:00,2012-07-18 21:00:00,43,1656.3207
2012-07-18 00:00:00,2012-07-18 21:30:00,44,1591.4365
2012-07-18 00:00:00,2012-07-18 22:00:00,45,1496.1415
2012-07-18 00:00:00,2012-07-18 22:30:00,46,1438.8943
2012-07-18 00:00:00,2012-07-18 23:00:00,47,1433.1771
2012-07-18 00:00:00,2012-07-18 23:30:00,48,1452.3281
2012-07-19 00:00:00,2012-07-19 00:00:00,1,1562.5946
2012-07-19 00:00:00,2012-07-19 00:30:00,2,1464.9033
2012-07-19 00:00:00,2012-07-19 01:00:00,3,1360.2654
2012-07-19 00:00:00,2012-07-19 01:30:00,4,1266.0355
2012-07-19 00:00:00,2012-07-19 02:00:00,5,1176.2151
2012-07-19 00:00:00,2012-07-19 02:30:00,6,1105.2106
2012-07-19 00:00:00,2012-07-19 03:00:00,7,1048.9521
2012-07-19 00:00:00,2012-07-19 03:30:00,8,1022.14307
2012-07-19 00:00:00,2012-07-19 04:00:00,9,1013.5276
2012-07-19 00:00:00,2012-07-19 04:30:00,10,1006.98096
2012-07-19 00:00:00,2012-07-19 05:00:00,11,1014.92114
2012-07-19 00:00:00,2012-07-19 05:30:00,12,1058.6826
2012-07-19 00:00:00,2012-07-19 06:00:00,13,1141.0059
2012-07-19 00:00:00,2012-07-19 06:30:00,14,1256.4758
2012-07-19 00:00:00,2012-07-19 07:00:00,15,1384.7784
2012-07-19 00:00:00,2012-07-19 07:30:00,16,1511.9823
2012-07-19 00:00:00,2012-07-19 08:00:00,17,1603.1942
2012-07-19 00:00:00,2012-07-19 08:30:00,18,1653.8431
2012-07-19 00:00:00,2012-07-19 09:00:00,19,1662.9683
2012-07-19 00:00:00,2012-07-19 09:30:00,20,1644.5336
2012-07-19 00:00:00,2012-07-19 10:00:00,21,1578.0758
2012-07-19 00:00:00,2012-07-19 10:30:00,22,1518.3049
2012-07-19 00:00:00,2012-07-19 11:00:00,23,1495.1783
2012-07-19 00:00:00,2012-07-19 11:30:00,24,1504.8413
2012-07-19 00:00:00,2012-07-19 12:00:00,25,1488.6793
2012-07-19 00:00:00,2012-07-19 12:30:00,26,1448.8428
2012-07-19 00:00:00,2012-07-19 13:00:00,27,1424.9562
2012-07-19 00:00:00,2012-07-19 13:30:00,28,1429.0876
2012-07-19 00:00:00,2012-07-19 14:00:00,29,1434.1952
2012-07-19 00:00:00,2012-07-19 14:30:00,30,1434.6373
2012-07-19 00:00:00,2012-07-19 15:00:00,31,1421.4506
2012-07-19 00:00:00,2012-07-19 15:30:00,32,1424.1652
2012-07-19 00:00:00,2012-07-19 16:00:00,33,1443.6373
2012-07-19 00:00:00,2012-07-19 16:30:00,34,1492.0955
2012-07-19 00:00:00,2012-07-19 17:00:00,35,1587.0132
2012-07-19 00:00:00,2012-07-19 17:30:00,36,1723.7571
2012-07-19 00:00:00,2012-07-19 18:00:00,37,1850.8949
2012-07-19 00:00:00,2012-07-19 18:30:00,38,1931.6655
2012-07-19 00:00:00,2012-07-19 19:00:00,39,1954.3745
2012-07-19 00:00:00,2012-07-19 19:30:00,40,1945.1323
2012-07-19 00:00:00,2012-07-19 20:00:00,41,1917.0857
2012-07-19 00:00:00,2012-07-19 20:30:00,42,1880.5736
2012-07-19 00:00:00,2012-07-19 21:00:00,43,1832.2103
2012-07-19 00:00:00,2012-07-19 21:30:00,44,1761.0347
2012-07-19 00:00:00,2012-07-19 22:00:00,45,1657.0331
2012-07-19 00:00:00,2012-07-19 22:30:00,46,1594.1063
2012-07-19 00:00:00,2012-07-19 23:00:00,47,1580.6207
2012-07-19 00:00:00,2012-07-19 23:30:00,48,1594.0299
2012-07-20 00:00:00,2012-07-20 00:00:00,1,1554.5973
2012-07-20 00:00:00,2012-07-20 00:30:00,2,1463.9664
2012-07-20 00:00:00,2012-07-20 01:00:00,3,1366.9944
2012-07-20 00:00:00,2012-07-20 01:30:00,4,1278.832
2012-07-20 00:00:00,2012-07-20 02:00:00,5,1193.6042
2012-07-20 00:00:00,2012-07-20 02:30:00,6,1126.0719
2012-07-20 00:00:00,2012-07-20 03:00:00,7,1072.7661
2012-07-20 00:00:00,2012-07-20 03:30:00,8,1048.5671
2012-07-20 00:00:00,2012-07-20 04:00:00,9,1040.8438
2012-07-20 00:00:00,2012-07-20 04:30:00,10,1032.1743
2012-07-20 00:00:00,2012-07-20 05:00:00,11,1036.042
2012-07-20 00:00:00,2012-07-20 05:30:00,12,1074.8694
2012-07-20 00:00:00,2012-07-20 06:00:00,13,1151.4193
2012-07-20 00:00:00,2012-07-20 06:30:00,14,1263.5321
2012-07-20 00:00:00,2012-07-20 07:00:00,15,1391.9702
2012-07-20 00:00:00,2012-07-20 07:30:00,16,1522.8864
2012-07-20 00:00:00,2012-07-20 08:00:00,17,1617.8785
2012-07-20 00:00:00,2012-07-20 08:30:00,18,1672.3021
2012-07-20 00:00:00,2012-07-20 09:00:00,19,1686.51
2012-07-20 00:00:00,2012-07-20 09:30:00,20,1677.1615
2012-07-20 00:00:00,2012-07-20 10:00:00,21,1622.2864
2012-07-20 00:00:00,2012-07-20 10:30:00,22,1571.5134
2012-07-20 00:00:00,2012-07-20 11:00:00,23,1554.8992
2012-07-20 00:00:00,2012-07-20 11:30:00,24,1569.178
2012-07-20 00:00:00,2012-07-20 12:00:00,25,1554.4271
2012-07-20 00:00:00,2012-07-20 12:30:00,26,1516.6068
2012-07-20 00:00:00,2012-07-20 13:00:00,27,1496.6631
2012-07-20 00:00:00,2012-07-20 13:30:00,28,1501.448
2012-07-20 00:00:00,2012-07-20 14:00:00,29,1503.9796
2012-07-20 00:00:00,2012-07-20 14:30:00,30,1501.9169
2012-07-20 00:00:00,2012-07-20 15:00:00,31,1487.2897
2012-07-20 00:00:00,2012-07-20 15:30:00,32,1488.6593
2012-07-20 00:00:00,2012-07-20 16:00:00,33,1506.3606
2012-07-20 00:00:00,2012-07-20 16:30:00,34,1551.2369
2012-07-20 00:00:00,2012-07-20 17:00:00,35,1641.4021
2012-07-20 00:00:00,2012-07-20 17:30:00,36,1772.9727
2012-07-20 00:00:00,2012-07-20 18:00:00,37,1892.8684
2012-07-20 00:00:00,2012-07-20 18:30:00,38,1968.7461
2012-07-20 00:00:00,2012-07-20 19:00:00,39,1986.562
2012-07-20 00:00:00,2012-07-20 19:30:00,40,1972.5978
2012-07-20 00:00:00,2012-07-20 20:00:00,41,1940.677
2012-07-20 00:00:00,2012-07-20 20:30:00,42,1901.062
2012-07-20 00:00:00,2012-07-20 21:00:00,43,1851.4114
2012-07-20 00:00:00,2012-07-20 21:30:00,44,1781.63
2012-07-20 00:00:00,2012-07-20 22:00:00,45,1681.6086
2012-07-20 00:00:00,2012-07-20 22:30:00,46,1620.6642
2012-07-20 00:00:00,2012-07-20 23:00:00,47,1609.1719
2012-07-20 00:00:00,2012-07-20 23:30:00,48,1623.62
2012-07-21 00:00:00,2012-07-21 00:00:00,1,1532.817
2012-07-21 00:00:00,2012-07-21 00:30:00,2,1423.924
2012-07-21 00:00:00,2012-07-21 01:00:00,3,1314.2971
2012-07-21 00:00:00,2012-07-21 01:30:00,4,1215.5812
2012-07-21 00:00:00,2012-07-21 02:00:00,5,1121.7765
2012-07-21 00:00:00,2012-07-21 02:30:00,6,1048.897
2012-07-21 00:00:00,2012-07-21 03:00:00,7,992.1985
2012-07-21 00:00:00,2012-07-21 03:30:00,8,962.86847
2012-07-21 00:00:00,2012-07-21 04:00:00,9,948.39044
2012-07-21 00:00:00,2012-07-21 04:30:00,10,937.15607
2012-07-21 00:00:00,2012-07-21 05:00:00,11,939.7363
2012-07-21 00:00:00,2012-07-21 05:30:00,12,968.4441
2012-07-21 00:00:00,2012-07-21 06:00:00,13,1017.3816
2012-07-21 00:00:00,2012-07-21 06:30:00,14,1105.7227
2012-07-21 00:00:00,2012-07-21 07:00:00,15,1211.0344
2012-07-21 00:00:00,2012-07-21 07:30:00,16,1323.655
2012-07-21 00:00:00,2012-07-21 08:00:00,17,1416.6696
2012-07-21 00:00:00,2012-07-21 08:30:00,18,1475.8792
2012-07-21 00:00:00,2012-07-21 09:00:00,19,1498.4149
2012-07-21 00:00:00,2012-07-21 09:30:00,20,1500.5195
2012-07-21 00:00:00,2012-07-21 10:00:00,21,1462.6543
2012-07-21 00:00:00,2012-07-21 10:30:00,22,1421.4624
2012-07-21 00:00:00,2012-07-21 11:00:00,23,1413.1798
2012-07-21 00:00:00,2012-07-21 11:30:00,24,1435.547
2012-07-21 00:00:00,2012-07-21 12:00:00,25,1422.1309
2012-07-21 00:00:00,2012-07-21 12:30:00,26,1385.5059
2012-07-21 00:00:00,2012-07-21 13:00:00,27,1365.0573
2012-07-21 00:00:00,2012-07-21 13:30:00,28,1363.7057
